id;value;id2
"c(""138795_1.png"", ""138795_2.png"")";138795_1.png;138795
"c(""138795_1.png"", ""138795_2.png"")";138795_2.png;138795
"c(""138799_1.png"", ""138799_2.png"")";138799_1.png;138799
"c(""138799_1.png"", ""138799_2.png"")";138799_2.png;138799
"c(""138800_1.png"", ""138800_2.png"")";138800_1.png;138800
"c(""138800_1.png"", ""138800_2.png"")";138800_2.png;138800
"c(""138801_1.png"", ""138801_2.png"")";138801_1.png;138801
"c(""138801_1.png"", ""138801_2.png"")";138801_2.png;138801
"c(""138802_1.png"", ""138802_2.png"")";138802_1.png;138802
"c(""138802_1.png"", ""138802_2.png"")";138802_2.png;138802
138803_1.png;138803_1.png;138803
138804_1.png;138804_1.png;138804
"c(""138805_1.png"", ""138805_2.png"")";138805_1.png;138805
"c(""138805_1.png"", ""138805_2.png"")";138805_2.png;138805
"c(""138806_1.png"", ""138806_2.png"")";138806_1.png;138806
"c(""138806_1.png"", ""138806_2.png"")";138806_2.png;138806
"c(""138807_1.png"", ""138807_2.png"")";138807_1.png;138807
"c(""138807_1.png"", ""138807_2.png"")";138807_2.png;138807
"c(""138808_1.png"", ""138808_2.png"")";138808_1.png;138808
"c(""138808_1.png"", ""138808_2.png"")";138808_2.png;138808
"c(""138809_1.png"", ""138809_2.png"")";138809_1.png;138809
"c(""138809_1.png"", ""138809_2.png"")";138809_2.png;138809
"c(""138810_1.png"", ""138810_2.png"")";138810_1.png;138810
"c(""138810_1.png"", ""138810_2.png"")";138810_2.png;138810
"c(""138811_1.png"", ""138811_2.png"")";138811_1.png;138811
"c(""138811_1.png"", ""138811_2.png"")";138811_2.png;138811
"c(""138812_1.png"", ""138812_2.png"")";138812_1.png;138812
"c(""138812_1.png"", ""138812_2.png"")";138812_2.png;138812
"c(""138813_1.png"", ""138813_2.png"")";138813_1.png;138813
"c(""138813_1.png"", ""138813_2.png"")";138813_2.png;138813
"c(""139543_1.png"", ""139543_2.png"")";139543_1.png;139543
"c(""139543_1.png"", ""139543_2.png"")";139543_2.png;139543
"c(""139545_1.png"", ""139545_2.png"")";139545_1.png;139545
