year,district.name,district.id,party.code,party,total,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,percentage,seats,minority,minority.elected
2012,Centar Sarajevo,136,90,SDA-STRANKA DEMOKRATSKE AKCIJE,5927,5827,45,54,1,"22,88",8,,
2012,Centar Sarajevo,136,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,3175,3124,21,30,0,"12,26",4,,
2012,Centar Sarajevo,136,877,NASA STRANKA,2431,2406,13,12,0,"9,39",3,,
2012,Centar Sarajevo,136,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1984,1949,19,16,0,"7,66",3,,
2012,Centar Sarajevo,136,4,STRANKA ZA BOSNU I HERCEGOVINU,1167,1131,15,21,0,"4,51",2,,
2012,Centar Sarajevo,136,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,1158,1104,0,54,0,"4,47",2,,
2012,Centar Sarajevo,136,1,BPS-SEFER HALILOVIC,480,474,4,2,0,"1,85",0,,
2012,Centar Sarajevo,136,1285,NEZAVISNA LISTA - ZA MOJ GRAD,462,452,3,7,0,"1,78",0,,
2012,Centar Sarajevo,136,1254,NOVI POKRET BOSNE I HERCEGOVINE,384,381,0,3,0,"1,48",0,,
2012,Centar Sarajevo,136,1255,VIZIONARSKO DEMOKRATSKA STRANKA,309,300,1,8,0,"1,19",0,,
2012,Centar Sarajevo,136,1276,KOMUNISTICKA PARTIJA,291,286,1,4,0,"1,12",0,,
2012,Centar Sarajevo,136,502,NARODNA STRANKA RADOM ZA BOLJITAK,287,279,0,8,0,"1,11",0,,
2012,Centar Sarajevo,136,1268,SES - STRANKA ZA EVROPSKO SARAJEVO,239,233,6,0,0,"0,92",0,,
2012,Centar Sarajevo,136,1223,TAHIR HAMZIC - NEZAVISNI KANDIDAT,233,231,0,2,0,"0,90",0,,
2012,Centar Sarajevo,136,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,221,219,1,1,0,"0,85",0,,
2012,Centar Sarajevo,136,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,156,152,3,1,0,"0,60",0,,
2012,Centar Sarajevo,136,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,145,141,2,2,0,"0,56",0,,
2012,Centar Sarajevo,136,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,133,128,3,2,0,"0,51",0,,
2012,Centar Sarajevo,136,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,123,121,2,0,0,"0,47",0,,
2012,Centar Sarajevo,136,731,EKOLOSKA STRANKA E5 - ZELENI,62,61,0,1,0,"0,24",0,,
2012,Centar Sarajevo,136,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,61,61,0,0,0,"0,24",0,,
2012,Centar Sarajevo,136,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,39,39,0,0,0,"0,15",0,,
2012,Centar Sarajevo,136,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,14,13,0,1,0,"0,05",0,,
2012,Stari Grad Sarajevo,137,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,4117,4026,18,73,0,"23,24",8,,
2012,Stari Grad Sarajevo,137,90,SDA-STRANKA DEMOKRATSKE AKCIJE,3600,3508,22,68,2,"20,32",7,,
2012,Stari Grad Sarajevo,137,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,2818,2793,8,17,0,"15,91",5,,
2012,Stari Grad Sarajevo,137,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1336,1316,7,13,0,"7,54",3,,
2012,Stari Grad Sarajevo,137,1,BPS-SEFER HALILOVIC,970,955,0,15,0,"5,47",2,,
2012,Stari Grad Sarajevo,137,4,STRANKA ZA BOSNU I HERCEGOVINU,956,927,17,12,0,"5,40",2,,
2012,Stari Grad Sarajevo,137,877,NASA STRANKA,945,941,2,2,0,"5,33",2,,
2012,Stari Grad Sarajevo,137,1285,NEZAVISNA LISTA - ZA MOJ GRAD,739,724,0,15,0,"4,17",1,,
2012,Stari Grad Sarajevo,137,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,551,537,0,14,0,"3,11",1,,
2012,Stari Grad Sarajevo,137,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,529,507,0,22,0,"2,99",0,,
2012,Stari Grad Sarajevo,137,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,296,287,3,6,0,"1,67",0,,
2012,Stari Grad Sarajevo,137,502,NARODNA STRANKA RADOM ZA BOLJITAK,248,245,1,1,1,"1,40",0,,
2012,Stari Grad Sarajevo,137,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,211,210,1,0,0,"1,19",0,,
2012,Stari Grad Sarajevo,137,1254,NOVI POKRET BOSNE I HERCEGOVINE,128,124,0,4,0,"0,72",0,,
2012,Stari Grad Sarajevo,137,1540,SVRAKIC MUHAMED - NEZAVISNI KANDIDAT,111,109,1,1,0,"0,63",0,,
2012,Stari Grad Sarajevo,137,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,62,61,0,1,0,"0,35",0,,
2012,Stari Grad Sarajevo,137,1268,SES - STRANKA ZA EVROPSKO SARAJEVO,59,57,1,1,0,"0,33",0,,
2012,Stari Grad Sarajevo,137,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,24,22,1,1,0,"0,14",0,,
2012,Stari Grad Sarajevo,137,1400,SMAJLOVIC-HERIC ENISA - NEZAVISNI KANDIDAT,17,16,1,0,0,"0,10",0,,
2012,Istocni Stari Grad,138,18,SDS-SRPSKA DEMOKRATSKA STRANKA,474,473,0,1,0,"53,26",7,,
2012,Istocni Stari Grad,138,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,143,143,0,0,0,"16,07",2,,
2012,Istocni Stari Grad,138,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,131,131,0,0,0,"14,72",2,,
2012,Istocni Stari Grad,138,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,66,66,0,0,0,"7,42",1,,
2012,Istocni Stari Grad,138,461,DNS-DEMOKRATSKI NARODNI SAVEZ,61,61,0,0,0,"6,85",1,,
2012,Istocni Stari Grad,138,74,SOCIJALISTICKA PARTIJA,15,15,0,0,0,"1,69",0,,
2012,Novo Sarajevo,139,90,SDA-STRANKA DEMOKRATSKE AKCIJE,6863,6785,35,43,0,"24,68",9,,
2012,Novo Sarajevo,139,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,4323,4258,28,37,0,"15,54",6,,
2012,Novo Sarajevo,139,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,3529,3491,19,19,0,"12,69",5,,
2012,Novo Sarajevo,139,877,NASA STRANKA,2505,2470,26,9,0,"9,01",3,,
2012,Novo Sarajevo,139,730,SDU BIH-SOCIJALDEMOKRATSKA UNIJA BOSNE I HERCEGOVINE,1500,1464,28,7,1,"5,39",2,,
2012,Novo Sarajevo,139,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,1410,1372,5,33,0,"5,07",2,,
2012,Novo Sarajevo,139,1,BPS-SEFER HALILOVIC,1223,1211,6,6,0,"4,40",2,,
2012,Novo Sarajevo,139,4,STRANKA ZA BOSNU I HERCEGOVINU,1120,1105,12,3,0,"4,03",2,,
2012,Novo Sarajevo,139,36,BOSS - BOSANSKA STRANKA-MIRNES AJANOVIC,752,744,6,2,0,"2,70",0,,
2012,Novo Sarajevo,139,1620,"HDZ BIH, HDZ 1990, HSS - NHI, KOALICIJA ZA NOVO SARAJEVO",673,663,6,4,0,"2,42",0,,
2012,Novo Sarajevo,139,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,572,570,1,1,0,"2,06",0,,
2012,Novo Sarajevo,139,1276,KOMUNISTICKA PARTIJA,542,540,1,1,0,"1,95",0,,
2012,Novo Sarajevo,139,520,BOSANSKOHERCEGOVACKA NARODNA STRANKA - BNS,512,508,1,3,0,"1,84",0,,
2012,Novo Sarajevo,139,1285,NEZAVISNA LISTA - ZA MOJ GRAD,484,482,0,2,0,"1,74",0,,
2012,Novo Sarajevo,139,1268,SES - STRANKA ZA EVROPSKO SARAJEVO,469,463,4,2,0,"1,69",0,,
2012,Novo Sarajevo,139,1254,NOVI POKRET BOSNE I HERCEGOVINE,368,366,1,1,0,"1,32",0,,
2012,Novo Sarajevo,139,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,231,229,1,1,0,"0,83",0,,
2012,Novo Sarajevo,139,1255,VIZIONARSKO DEMOKRATSKA STRANKA,199,199,0,0,0,"0,72",0,,
2012,Novo Sarajevo,139,455,LDS - LIBERALNO DEMOKRATSKA STRANKA BIH,188,183,4,1,0,"0,68",0,,
2012,Novo Sarajevo,139,502,NARODNA STRANKA RADOM ZA BOLJITAK,166,166,0,0,0,"0,60",0,,
2012,Novo Sarajevo,139,20,GRADANSKA DEMOKRATSKA STRANKA BOSNE I HERCEGOVINE,124,120,1,3,0,"0,45",0,,
2012,Novo Sarajevo,139,32,DEMOKRATSKA STRANKA INVALIDA BOSNE I HERCEGOVINE,48,48,0,0,0,"0,17",0,,
2012,Novo Sarajevo,139,1528,LETIC MERITA - NEZAVISNI KANDIDAT,12,12,0,0,0,"0,04",0,,
2012,Istocno Novo Sarajevo,140,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1993,1932,4,30,27,"32,89",6,,
2012,Istocno Novo Sarajevo,140,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1966,1897,1,18,50,"32,44",6,,
2012,Istocno Novo Sarajevo,140,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,769,746,0,8,15,"12,69",3,,
2012,Istocno Novo Sarajevo,140,461,DNS-DEMOKRATSKI NARODNI SAVEZ,358,351,0,2,5,"5,91",1,,
2012,Istocno Novo Sarajevo,140,561,NARODNA DEMOKRATSKA STRANKA,279,267,0,3,9,"4,60",1,,
2012,Istocno Novo Sarajevo,140,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,260,253,0,4,3,"4,29",1,,
2012,Istocno Novo Sarajevo,140,74,SOCIJALISTICKA PARTIJA,199,190,0,4,5,"3,28",1,,
2012,Istocno Novo Sarajevo,140,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),119,116,0,1,2,"1,96",0,,
2012,Istocno Novo Sarajevo,140,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,92,88,0,1,3,"1,52",0,,
2012,Istocno Novo Sarajevo,140,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,25,23,0,0,2,"0,41",0,,
2012,Trnovo (FBiH),141,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,1318,1268,0,50,0,"41,50",6,,
2012,Trnovo (FBiH),141,4,STRANKA ZA BOSNU I HERCEGOVINU,1072,1048,0,24,0,"33,75",5,,
2012,Trnovo (FBiH),141,90,SDA-STRANKA DEMOKRATSKE AKCIJE,502,480,1,21,0,"15,81",2,,
2012,Trnovo (FBiH),141,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,127,123,0,4,0,"4,00",1,,
2012,Trnovo (FBiH),141,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,83,82,0,1,0,"2,61",0,,
2012,Trnovo (FBiH),141,1390,DEDIC OSMAN - NEZAVISNI KANDIDAT,71,70,0,1,0,"2,24",0,,
2012,Trnovo (FBiH),141,502,NARODNA STRANKA RADOM ZA BOLJITAK,3,2,0,1,0,"0,09",0,,
2012,Trnovo (FBiH),141,10744,KENJIC BRANKA - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,20,20,0,0,0,-,1,,
2012,Trnovo (RS),142,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,499,490,5,4,0,"45,65",6,,
2012,Trnovo (RS),142,18,SDS-SRPSKA DEMOKRATSKA STRANKA,331,316,2,13,0,"30,28",4,,
2012,Trnovo (RS),142,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,94,90,0,4,0,"8,60",1,,
2012,Trnovo (RS),142,4,STRANKA ZA BOSNU I HERCEGOVINU,45,42,0,3,0,"4,12",1,,
2012,Trnovo (RS),142,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,41,40,0,1,0,"3,75",1,,
2012,Trnovo (RS),142,279,PARTIJA UJEDINJENIH PENZIONERA,27,27,0,0,0,"2,47",0,,
2012,Trnovo (RS),142,74,SOCIJALISTICKA PARTIJA,20,20,0,0,0,"1,83",0,,
2012,Trnovo (RS),142,461,DNS-DEMOKRATSKI NARODNI SAVEZ,20,19,0,1,0,"1,83",0,,
2012,Trnovo (RS),142,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,15,12,0,3,0,"1,37",0,,
2012,Trnovo (RS),142,561,NARODNA DEMOKRATSKA STRANKA,1,1,0,0,0,"0,09",0,,
2012,Pale (FBiH),143,90,SDA-STRANKA DEMOKRATSKE AKCIJE,345,333,0,12,0,"64,97",7,,
2012,Pale (FBiH),143,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,129,125,1,3,0,"24,29",3,,
2012,Pale (FBiH),143,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,24,24,0,0,0,"4,52",0,,
2012,Pale (FBiH),143,4,STRANKA ZA BOSNU I HERCEGOVINU,17,15,0,2,0,"3,20",0,,
2012,Pale (FBiH),143,502,NARODNA STRANKA RADOM ZA BOLJITAK,16,16,0,0,0,"3,01",0,,
2012,Pale (FBiH),143,1,BPS-SEFER HALILOVIC,0,0,0,0,0,"0,00",0,,
2012,Pale (FBiH),143,10688,SIPOVIC ARNEL - SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,16,15,0,1,0,-,1,,
2012,Pale (FBiH),143,12134,BAJRAMOVIC NISAD - BPS-SEFER HALILOVIC,6,6,0,0,0,-,0,,
2012,Pale (RS),144,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2560,2545,3,12,0,"23,00",7,,
2012,Pale (RS),144,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,2137,2122,5,10,0,"19,20",5,,
2012,Pale (RS),144,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,2123,2109,4,10,0,"19,08",5,,
2012,Pale (RS),144,561,NARODNA DEMOKRATSKA STRANKA,667,658,0,9,0,"5,99",2,,
2012,Pale (RS),144,1008,POKRET ZA NAS GRAD,610,605,4,1,0,"5,48",2,,
2012,Pale (RS),144,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),546,546,0,0,0,"4,91",1,,
2012,Pale (RS),144,74,SOCIJALISTICKA PARTIJA,490,487,0,3,0,"4,40",1,,
2012,Pale (RS),144,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,439,439,0,0,0,"3,94",1,,
2012,Pale (RS),144,461,DNS-DEMOKRATSKI NARODNI SAVEZ,415,411,0,4,0,"3,73",1,,
2012,Pale (RS),144,1200,SRPSKA NAPREDNA STRANKA,309,308,0,1,0,"2,78",0,,
2012,Pale (RS),144,279,PARTIJA UJEDINJENIH PENZIONERA,302,297,0,5,0,"2,71",0,,
2012,Pale (RS),144,1186,NOVA SOCIJALISTICKA PARTIJA,292,291,0,1,0,"2,62",0,,
2012,Pale (RS),144,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,213,211,0,2,0,"1,91",0,,
2012,Pale (RS),144,16,SRPSKA RADIKALNA STRANKA REPUBLIKE SRPSKE,26,26,0,0,0,"0,23",0,,
2012,Rogatica,146,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1624,1598,0,22,4,"24,41",4,,
2012,Rogatica,146,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1202,1175,0,26,1,"18,07",3,,
2012,Rogatica,146,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,732,725,0,7,0,"11,00",2,,
2012,Rogatica,146,502,NARODNA STRANKA RADOM ZA BOLJITAK,662,650,4,3,5,"9,95",2,,
2012,Rogatica,146,461,DNS-DEMOKRATSKI NARODNI SAVEZ,585,581,0,4,0,"8,79",2,,
2012,Rogatica,146,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,324,317,0,7,0,"4,87",1,,
2012,Rogatica,146,74,SOCIJALISTICKA PARTIJA,312,302,0,10,0,"4,69",1,,
2012,Rogatica,146,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,281,277,0,2,2,"4,22",1,,
2012,Rogatica,146,561,NARODNA DEMOKRATSKA STRANKA,260,255,0,5,0,"3,91",1,,
2012,Rogatica,146,90,SDA-STRANKA DEMOKRATSKE AKCIJE,241,159,15,67,0,"3,62",1,,
2012,Rogatica,146,279,PARTIJA UJEDINJENIH PENZIONERA,217,211,0,4,2,"3,26",1,,
2012,Rogatica,146,1186,NOVA SOCIJALISTICKA PARTIJA,112,111,0,1,0,"1,68",0,,
2012,Rogatica,146,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,100,52,7,41,0,"1,50",0,,
2012,Visegrad,147,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2306,2299,7,0,0,"33,76",8,,
2012,Visegrad,147,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1924,1919,2,3,0,"28,17",6,,
2012,Visegrad,147,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,649,648,0,1,0,"9,50",2,,
2012,Visegrad,147,90,SDA-STRANKA DEMOKRATSKE AKCIJE,539,383,48,108,0,"7,89",2,,
2012,Visegrad,147,461,DNS-DEMOKRATSKI NARODNI SAVEZ,393,393,0,0,0,"5,75",1,,
2012,Visegrad,147,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,316,316,0,0,0,"4,63",1,,
2012,Visegrad,147,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,224,224,0,0,0,"3,28",1,,
2012,Visegrad,147,1403,DUJMUSIC-VIDAKOVIC JASNA - NEZAVISNI KANDIDAT,177,177,0,0,0,"2,59",0,,
2012,Visegrad,147,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,163,162,0,1,0,"2,39",0,,
2012,Visegrad,147,279,PARTIJA UJEDINJENIH PENZIONERA,67,67,0,0,0,"0,98",0,,
2012,Visegrad,147,1250,STRANKA SOCIJALNE SIGURNOSTI SRPSKIH BORACA,35,35,0,0,0,"0,51",0,,
2012,Visegrad,147,1182,SAVEZ ZA BOLJU BUDUCNOST BOSNE I HERCEGOVINE - SBB BIH,28,8,11,9,0,"0,41",0,,
2012,Visegrad,147,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,10,3,3,4,0,"0,15",0,,
2012,Posusje,148,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,2799,2791,5,3,0,"44,71",9,,
2012,Posusje,148,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,1575,1558,3,11,3,"25,16",5,,
2012,Posusje,148,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,802,792,2,8,0,"12,81",3,,
2012,Posusje,148,1290,HRVATSKA SELJACKA STRANKA - HSS,270,269,0,1,0,"4,31",1,,
2012,Posusje,148,502,NARODNA STRANKA RADOM ZA BOLJITAK,227,223,0,4,0,"3,63",1,,
2012,Posusje,148,521,HRVATSKA DEMOKRATSKA UNIJA BIH,217,212,0,5,0,"3,47",1,,
2012,Posusje,148,1241,HSP HERCEG-BOSNE,191,191,0,0,0,"3,05",1,,
2012,Posusje,148,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,172,170,0,2,0,"2,75",0,,
2012,Posusje,148,1367,BULJAN IVA - NEOVISNI KANDIDAT,7,7,0,0,0,"0,11",0,,
2012,Grude,149,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,3118,3075,4,37,2,"52,93",14,,
2012,Grude,149,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,750,749,0,1,0,"12,73",3,,
2012,Grude,149,502,NARODNA STRANKA RADOM ZA BOLJITAK,717,700,1,16,0,"12,17",3,,
2012,Grude,149,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,607,604,1,2,0,"10,30",3,,
2012,Grude,149,8,SDP-SOCIJALDEMOKRATSKA PARTIJA BIH,387,381,2,4,0,"6,57",2,,
2012,Grude,149,1290,HRVATSKA SELJACKA STRANKA - HSS,160,157,0,3,0,"2,72",0,,
2012,Grude,149,518,HRVATSKI PRAVASKI BLOK BIH,79,74,4,1,0,"1,34",0,,
2012,Grude,149,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,68,68,0,0,0,"1,15",0,,
2012,Grude,149,1266,MAJIC LJILJA - NEOVISNI KANDIDAT,2,2,0,0,0,"0,03",0,,
2012,Grude,149,1354,DUJMOVIC DALIBOR - NEOVISNI KANDIDAT,2,1,0,1,0,"0,03",0,,
2012,Grude,149,1441,BOSNJAK LIDIJA - NEOVISNI KANDIDAT,1,0,0,1,0,"0,02",0,,
2012,Grude,149,1265,RASIC ANTE - NEOVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Grude,149,1334,JURCIC JOSIP - NEOVISNI KANDIDAT,0,0,0,0,0,"0,00",0,,
2012,Siroki Brijeg,150,27,HDZ BIH - HRVATSKA DEMOKRATSKA ZAJEDNICA BIH,5957,5939,4,12,2,"47,70",13,,
2012,Siroki Brijeg,150,502,NARODNA STRANKA RADOM ZA BOLJITAK,1642,1639,0,3,0,"13,15",4,,
2012,Siroki Brijeg,150,769,HDZ 1990- HRVATSKA DEMOKRATSKA ZAJEDNICA 1990,1170,1167,3,0,0,"9,37",2,,
2012,Siroki Brijeg,150,734,HSP BIH - HRVATSKA STRANKA PRAVA BOSNE I HERCEGOVINE,1131,1129,0,2,0,"9,06",2,,
2012,Siroki Brijeg,150,1178,HSP DR. ANTE STARCEVIC BIH,766,765,0,1,0,"6,13",2,,
2012,Siroki Brijeg,150,1583,NEOVISNA LISTA SOS SIROKI BRIJEG,663,663,0,0,0,"5,31",1,,
2012,Siroki Brijeg,150,5,HKDU BIH HRVATSKA KRSCANSKA DEMOKRATSKA UNIJA BIH,430,430,0,0,0,"3,44",1,,
2012,Siroki Brijeg,150,513,STRANKA PENZIONERA - UMIROVLJENIKA BOSNE I HERCEGOVINE SP-U BIH,341,341,0,0,0,"2,73",0,,
2012,Siroki Brijeg,150,518,HRVATSKI PRAVASKI BLOK BIH,262,261,0,1,0,"2,10",0,,
2012,Siroki Brijeg,150,521,HRVATSKA DEMOKRATSKA UNIJA BIH,41,41,0,0,0,"0,33",0,,
2012,Siroki Brijeg,150,1241,HSP HERCEG-BOSNE,32,32,0,0,0,"0,26",0,,
2012,Siroki Brijeg,150,1416,KRALJEVIC ANA - NEOVISNI KANDIDAT,13,13,0,0,0,"0,10",0,,
2012,Siroki Brijeg,150,1554,KOPILAS RUZICA - NEOVISNI KANDIDAT,10,10,0,0,0,"0,08",0,,
2012,Siroki Brijeg,150,1497,SLISKOVIC MARIO - NEOVISNI KANDIDAT,8,8,0,0,0,"0,06",0,,
2012,Siroki Brijeg,150,1433,MILICEVIC MARIO - NEOVISNI KANDIDAT,6,6,0,0,0,"0,05",0,,
2012,Siroki Brijeg,150,1490,GRBESIC IVAN - NEOVISNI KANDIDAT,5,5,0,0,0,"0,04",0,,
2012,Siroki Brijeg,150,644,DRAGAN BOKSIC - NEZAVISNI KANDIDAT,3,3,0,0,0,"0,02",0,,
2012,Siroki Brijeg,150,1292,PINJUH SANDRA - NEOVISNI KANDIDAT,3,3,0,0,0,"0,02",0,,
2012,Siroki Brijeg,150,1293,IVANKOVIC JURE - NEOVISNI KANDIDAT,3,3,0,0,0,"0,02",0,,
2012,Siroki Brijeg,150,1295,SABLJIC JOSIP - NEOVISNI KANDIDAT,1,1,0,0,0,"0,01",0,,
2012,Siroki Brijeg,150,1504,HRKAC BRANKO - NEOVISNI KANDIDAT,1,1,0,0,0,"0,01",0,,
2012,Nevesinje,161,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,1698,1684,11,2,1,"22,53",5,,
2012,Nevesinje,161,18,SDS-SRPSKA DEMOKRATSKA STRANKA,1439,1434,1,0,4,"19,10",4,,
2012,Nevesinje,161,732,SRPSKA RADIKALNA STRANKA DR VOJISLAV SESELJ,964,949,13,0,2,"12,79",3,,
2012,Nevesinje,161,74,SOCIJALISTICKA PARTIJA,955,948,7,0,0,"12,67",3,,
2012,Nevesinje,161,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,920,919,0,0,1,"12,21",2,,
2012,Nevesinje,161,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,615,612,0,3,0,"8,16",2,,
2012,Nevesinje,161,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,404,400,4,0,0,"5,36",1,,
2012,Nevesinje,161,461,DNS-DEMOKRATSKI NARODNI SAVEZ,279,279,0,0,0,"3,70",1,,
2012,Nevesinje,161,1179,SAVEZ ZA DEMOKRATSKU SRPSKU - (SzDS),120,120,0,0,0,"1,59",0,,
2012,Nevesinje,161,1250,STRANKA SOCIJALNE SIGURNOSTI SRPSKIH BORACA,61,61,0,0,0,"0,81",0,,
2012,Nevesinje,161,90,SDA-STRANKA DEMOKRATSKE AKCIJE,47,42,3,2,0,"0,62",0,,
2012,Nevesinje,161,279,PARTIJA UJEDINJENIH PENZIONERA,31,31,0,0,0,"0,41",0,,
2012,Nevesinje,161,1264,SRPSKA NARODNA STRANKA - SNS,3,3,0,0,0,"0,04",0,,
2012,Kalinovik,163,515,SAVEZ NEZAVISNIH SOCIJALDEMOKRATA - SNSD - MILORAD DODIK,777,739,0,38,0,"49,12",7,,
2012,Kalinovik,163,18,SDS-SRPSKA DEMOKRATSKA STRANKA,383,366,0,17,0,"24,21",3,,
2012,Kalinovik,163,74,SOCIJALISTICKA PARTIJA,102,100,0,2,0,"6,45",1,,
2012,Kalinovik,163,1579,POKRET ZA KALINOVIK,98,92,0,6,0,"6,19",1,,
2012,Kalinovik,163,440,PDP- PARTIJA DEMOKRATSKOG PROGRESA,87,85,0,2,0,"5,50",1,,
2012,Kalinovik,163,461,DNS-DEMOKRATSKI NARODNI SAVEZ,58,56,0,2,0,"3,67",0,,
2012,Kalinovik,163,1627,NAPREDNA SRPSKA SRPSKA RADIKALNA I SRPSKA NAPREDNA STRANKA,50,49,0,1,0,"3,16",0,,
2012,Kalinovik,163,1181,DEMOKRATSKA PARTIJA - DRAGAN CAVIC,26,25,0,1,0,"1,64",0,,
2012,Kalinovik,163,879,EKOLOSKA PARTIJA REPUBLIKE SRPSKE,1,1,0,0,0,"0,06",0,,
2012,Gacko,164,18,SDS-SRPSKA DEMOKRATSKA STRANKA,2043,2041,0,2,0,"33,89",6,,
