year,district.name,district.id,party,votes.redovni,votes.postom,votes.odsustvo.mobilni.tim,votes.potvrdeni,seats,minority,minority.elected
2008,Hadzici,130,Demokratska Stranka Invalida Tuzla,17,0,0,0,0,,
2008,Hadzici,130,Demokratska Narodna Zajednica BiH,6,1,0,0,0,,
2008,Ilidza,131,Stranka Demokratske Akcije,6765,78,104,1,11,,
2008,Ilidza,131,Stranka za Bosnu i Hercegovinu,2947,40,42,0,5,,
2008,Ilidza,131,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,1727,29,14,0,3,,
2008,Ilidza,131,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1727,29,14,0,3,,
2008,Ilidza,131,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",1105,1,13,0,2,,
2008,Ilidza,131,Nasa Stranka,916,12,8,0,1,,
2008,Ilidza,131,Narodna Stranka Radom za Boljitak,652,3,4,0,1,,
2008,Ilidza,131,Bosansko Hercegovacka Podrinjska Narodna Stranka,605,7,2,0,1,,
2008,Ilidza,131,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,365,1,24,0,0,,
2008,Ilidza,131,BOSS - Bosanska Stranka - Mirnes Ajanovic,326,13,5,0,0,,
2008,Ilidza,131,Hrvatska Demokratska Zajednica BiH,314,3,9,0,0,,
2008,Ilidza,131,Hrvatska Koalicija Kantona Sarajevo,251,0,6,0,0,,
2008,Ilidza,131,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,204,3,2,0,0,,
2008,Ilidza,131,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,194,1,3,0,0,,
2008,Ilidza,131,SNSD-PDP,140,3,8,0,0,,
2008,Ilidza,131,Snaga Bosne,123,2,2,0,0,,
2008,Ilidza,131,Gradanska Demokratska Stranka BiH,68,1,2,0,0,,
2008,Ilidza,131,Srpska Demokratska Stranka,18,1,3,0,0,,
2008,Ilidza - Istocna Ilidza,132,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,3241,10,43,0,10,,
2008,Ilidza - Istocna Ilidza,132,Srpska Demokratska Stranka,2574,1,25,0,8,,
2008,Ilidza - Istocna Ilidza,132,Partija Demokratskog Progresa,589,0,3,0,2,,
2008,Ilidza - Istocna Ilidza,132,Narodna Stranka Radom za Boljitak,229,0,6,0,1,,
2008,Ilidza - Istocna Ilidza,132,Socijalisticka Partija,188,0,3,0,0,,
2008,Ilidza - Istocna Ilidza,132,Srpska Radikalna Stranka Dr. Vojislav Seselj,167,0,0,0,0,,
2008,Ilidza - Istocna Ilidza,132,Demokratski Narodni Savez,131,0,1,0,0,,
2008,Ilidza - Istocna Ilidza,132,Srpska Radikalna Stranka Republike Srpske,109,0,1,0,0,,
2008,Ilidza - Istocna Ilidza,132,Narodna Demokratska Stranka,94,0,0,0,0,,
2008,Ilidza - Istocna Ilidza,132,Stojanka Dzino,87,0,0,0,0,,
2008,Ilidza - Istocna Ilidza,132,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,66,0,0,0,0,,
2008,Ilidza - Istocna Ilidza,132,Penzionerska Stranka Republike Strpske,60,0,0,0,0,,
2008,Novi Grad Sarajevo,133,Stranka Demokratske Akcije,11529,105,112,6,11,,
2008,Novi Grad Sarajevo,133,Socijaldemokratska Partija Bosne i Hercegovine,9734,60,102,1,10,,
2008,Novi Grad Sarajevo,133,Stranka za Bosnu i Hercegovinu,3046,60,39,0,3,,
2008,Novi Grad Sarajevo,133,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,2444,9,12,1,2,,
2008,Novi Grad Sarajevo,133,Nasa Stranka,2221,30,18,0,2,,
2008,Novi Grad Sarajevo,133,BOSS - Bosanska Stranka - Mirnes Ajanovic,1846,7,10,0,2,,
2008,Novi Grad Sarajevo,133,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",1136,5,13,0,1,,
2008,Novi Grad Sarajevo,133,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,803,10,8,0,0,,
2008,Novi Grad Sarajevo,133,Narodna Stranka Radom za Boljitak,755,3,5,0,0,,
2008,Novi Grad Sarajevo,133,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,677,1,35,0,0,,
2008,Novi Grad Sarajevo,133,E5 - Evropska Ekoloska Stranka,462,3,3,0,0,,
2008,Novi Grad Sarajevo,133,SNSD-PDP,445,0,10,1,0,,
2008,Novi Grad Sarajevo,133,Bosansko Hercegovacka Podrinjska Narodna Stranka,417,0,1,0,0,,
2008,Novi Grad Sarajevo,133,Hrvatska Demokratska Zajednica BiH,398,3,9,0,0,,
2008,Novi Grad Sarajevo,133,Hrvatska Koalicija Kantona Sarajevo,206,1,3,0,0,,
2008,Novi Grad Sarajevo,133,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,201,1,1,0,0,,
2008,Novi Grad Sarajevo,133,Gradanska Demokratska Stranka BiH,138,1,2,0,0,,
2008,Novi Grad Sarajevo,133,Demokratska Stranka Invalida Tuzla,119,0,7,0,0,,
2008,Novi Grad Sarajevo,133,Stranka Demokratske Aktivnosti za Evropsku BiH A-SDA,93,1,0,0,0,,
2008,Novi Grad Sarajevo,133,Demokratska Narodna Zajednica BiH,35,0,0,0,0,,
2008,Vogosca,135,Stranka Demokratske Akcije,3836,43,66,0,12,,
2008,Vogosca,135,Socijaldemokratska Partija Bosne i Hercegovine,1244,12,17,0,4,,
2008,Vogosca,135,Stranka za Bosnu i Hercegovinu,1209,19,13,0,4,,
2008,Vogosca,135,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1069,4,13,0,3,,
2008,Vogosca,135,Socijaldemokratska Unija Bosne i Hercegovine,828,1,5,1,2,,
2008,Vogosca,135,Nasa Stranka,242,10,5,0,0,,
2008,Vogosca,135,Narodna Stranka Radom za Boljitak,230,0,4,0,0,,
2008,Vogosca,135,SNSD-PDP,165,7,4,0,0,,
2008,Vogosca,135,Snaga Bosne,131,1,3,0,0,,
2008,Vogosca,135,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,120,1,6,0,0,,
2008,Vogosca,135,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,81,0,0,0,0,,
2008,Vogosca,135,BOSS - Bosanska Stranka - Mirnes Ajanovic,63,1,2,0,0,,
2008,Vogosca,135,Demokratska Stranka Invalida Tuzla,22,0,1,0,0,,
2008,Centar Sarajevo,136,Socijaldemokratska Partija Bosne i Hercegovine,7365,50,94,0,12,,
2008,Centar Sarajevo,136,Stranka Demokratske Akcije,6706,39,65,4,10,,
2008,Centar Sarajevo,136,Nasa Stranka,2399,29,25,0,4,,
2008,Centar Sarajevo,136,Stranka za Bosnu i Hercegovinu,1765,19,40,2,3,,
2008,Centar Sarajevo,136,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,884,10,6,0,1,,
2008,Centar Sarajevo,136,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,684,0,36,0,1,,
2008,Centar Sarajevo,136,Narodna Stranka Radom za Boljitak,468,1,11,0,0,,
2008,Centar Sarajevo,136,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,467,2,10,0,0,,
2008,Centar Sarajevo,136,SNSD-PDP,356,2,4,0,0,,
2008,Centar Sarajevo,136,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,293,0,7,0,0,,
2008,Centar Sarajevo,136,Socijaldemokratska Unija Bosne i Hercegovine,269,1,5,0,0,,
2008,Centar Sarajevo,136,BOSS - Bosanska Stranka - Mirnes Ajanovic,259,0,3,0,0,,
2008,Centar Sarajevo,136,Hrvatska Koalicija Kantona Sarajevo,226,5,3,0,0,,
2008,Centar Sarajevo,136,Hrvatska Demokratska Zajednica BiH,216,1,2,1,0,,
2008,Centar Sarajevo,136,Gradanska Demokratska Stranka BiH,203,0,1,0,0,,
2008,Centar Sarajevo,136,Alma Hadzic,94,0,3,0,0,,
2008,Centar Sarajevo,136,Demokratska Stranka Invalida Tuzla,49,0,3,0,0,,
2008,Centar Sarajevo,136,Demokratska Stranka Invalida Tuzla,49,0,3,0,0,,
2008,Centar Sarajevo,136,Demokratska Narodna Zajednica BiH,11,0,0,0,0,,
2008,Stari Grad Sarajevo,137,Stranka Demokratske Akcije,3999,32,65,1,10,,
2008,Stari Grad Sarajevo,137,Socijaldemokratska Unija Bosne i Hercegovine,3142,14,29,0,8,,
2008,Stari Grad Sarajevo,137,Stranka za Bosnu i Hercegovinu,1082,28,24,0,3,,
2008,Stari Grad Sarajevo,137,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,1110,3,7,0,3,,
2008,Stari Grad Sarajevo,137,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1032,4,10,0,3,,
2008,Stari Grad Sarajevo,137,Nasa Stranka,996,3,8,0,2,,
2008,Stari Grad Sarajevo,137,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,423,1,19,0,1,,
2008,Stari Grad Sarajevo,137,Narodna Stranka Radom za Boljitak,416,0,6,0,1,,
2008,Stari Grad Sarajevo,137,"SDU-LDS, Socijaldemorkatska Unija-Liberalno Demokratska Stranka",341,0,3,0,0,,
2008,Stari Grad Sarajevo,137,BOSS - Bosanska Stranka - Mirnes Ajanovic,312,0,3,0,0,,
2008,Stari Grad Sarajevo,137,Demokratska Stranka Invalida Tuzla,154,1,7,0,0,,
2008,Stari Grad Sarajevo,137,Ekrem Kaljanac,139,0,0,0,0,,
2008,Stari Grad Sarajevo,137,Bosansko Hercegovacka Podrinjska Narodna Stranka,114,0,0,0,0,,
2008,Stari Grad Sarajevo,137,Gradanska Demokratska Stranka BiH,81,0,1,0,0,,
2008,Stari Grad Sarajevo,137,E5 - Evropska Ekoloska Stranka,72,0,0,0,0,,
2008,Stari Grad Sarajevo,137,Demokratska Narodna Zajednica BiH,10,0,0,0,0,,
2008,Stari Grad Sarajevo / Istocni Stari Grad,138,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,229,0,2,0,3,,
2008,Stari Grad Sarajevo / Istocni Stari Grad,138,Srpska Demokratska Stranka,206,0,0,0,3,,
2008,Stari Grad Sarajevo / Istocni Stari Grad,138,Partija Demokratskog Progresa,191,0,0,0,3,,
2008,Stari Grad Sarajevo / Istocni Stari Grad,138,Srpska Radikalna Stranka Dr. Vojislav Seselj,138,0,0,0,2,,
2008,Stari Grad Sarajevo / Istocni Stari Grad,138,Srpska Radikalna Stranka Republike Srpske,32,0,0,0,0,,
2008,Novo Sarajevo,139,Socijaldemokratska Partija Bosne i Hercegovine,6586,38,49,4,11,,
2008,Novo Sarajevo,139,Stranka Demokratske Akcije,6426,54,65,1,10,,
2008,Novo Sarajevo,139,Nasa Stranka,2150,24,8,1,3,,
2008,Novo Sarajevo,139,Stranka za Bosnu i Hercegovinu,1693,34,27,1,3,,
2008,Novo Sarajevo,139,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1446,6,8,0,2,,
2008,Novo Sarajevo,139,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,844,5,33,0,1,,
2008,Novo Sarajevo,139,Hrvatska Demokratska Zajednica BiH,665,7,8,0,0,,
2008,Novo Sarajevo,139,Narodna Stranka Radom za Boljitak,662,0,4,0,0,,
2008,Novo Sarajevo,139,SNSD-PDP,415,5,13,0,0,,
2008,Novo Sarajevo,139,BOSS - Bosanska Stranka - Mirnes Ajanovic,331,4,3,0,0,,
2008,Novo Sarajevo,139,Politicki Pokret Mladih - Stranka Mladih Bosne i Hercegovine,319,2,1,0,0,,
2008,Novo Sarajevo,139,Socijaldemokratska Unija Bosne i Hercegovine,315,3,1,0,0,,
2008,Novo Sarajevo,139,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,315,3,1,0,0,,
2008,Novo Sarajevo,139,Bosansko Hercegovacka Podrinjska Narodna Stranka,235,0,1,0,0,,
2008,Novo Sarajevo,139,E5 - Evropska Ekoloska Stranka,133,0,0,0,0,,
2008,Novo Sarajevo,139,Gradanska Demokratska Stranka BiH,130,0,1,0,0,,
2008,Novo Sarajevo,139,Demokratska Stranka Invalida Tuzla,71,0,1,0,0,,
2008,Novo Sarajevo,139,Demokratska Narodna Zajednica BiH,21,0,0,0,0,,
2008,Novo Sarajevo,139,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,64,,,,1,y,y
2008,Novo Sarajevo,139,Celic Sead,33,,,,0,y,n
2008,Novo Sarajevo,139,Bosansko Demokrata Stranka,28,,,,0,y,n
2008,Novo Sarajevo,139,Socijaldemokratska Unija 2002 Bosne i Hercegovine - Stranka Socijalne Pravde,11,,,,0,y,n
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1599,1,16,2,6,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Srpska Demokratska Stranka,1128,0,12,0,5,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Partija Demokratskog Progresa,994,0,11,0,4,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Demokratski Narodni Savez,271,0,2,0,1,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Srpska Radikalna Stranka Dr. Vojislav Seselj,216,0,3,0,1,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Narodna Demokratska Stranka,105,0,0,0,0,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Srpska Radikalna Stranka Republike Srpske,96,0,1,0,0,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Demokratski Pokret Srpske - Depos,46,0,0,0,0,,
2008,Novo Sarajevo / Istocno Novo Sarajevo,140,Srpska Demokratska Stranka 1990 - Izvorna - Pokret za Srbsku,30,0,0,0,0,,
2008,Trnovo (FBiH),141,Stranka za Bosnu i Hercegovinu,1098,1,51,0,8,,
2008,Trnovo (FBiH),141,Stranka Demokratske Akcije,683,1,55,0,5,,
2008,Trnovo (FBiH),141,Socijaldemokratska Partija Bosne i Hercegovine,143,0,6,0,1,,
2008,Trnovo (FBiH),141,Bajro Berilo,59,0,9,0,0,,
2008,Trnovo (FBiH),141,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,66,0,0,0,0,,
2008,Trnovo (FBiH),141,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,26,0,1,0,0,,
2008,Trnovo (FBiH),141,Stranka za Bosnu i Hercegovinu,41,,,,1,y,y
2008,Trnovo (FBiH),141,Stranka Demokratske Akcije,12,,,,0,y,n
2008,Trnovo (RS),142,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,449,0,22,1,6,,
2008,Trnovo (RS),142,Srpska Demokratska Stranka,194,0,11,0,2,,
2008,Trnovo (RS),142,Partija Demokratskog Progresa,58,0,1,0,1,,
2008,Trnovo (RS),142,Srpska Radikalna Stranka Dr. Vojislav Seselj,48,0,0,0,1,,
2008,Trnovo (RS),142,Savez SDA-S BiH,25,4,13,0,1,,
2008,Trnovo (RS),142,Narodna Stranka Radom za Boljitak,35,0,1,0,0,,
2008,Trnovo (RS),142,Socijalisticka Partija,28,0,0,0,0,,
2008,Pale (FBiH),143,Stranka Demokratske Akcije,308,1,0,0,7,,
2008,Pale (FBiH),143,Stranka za Bosnu i Hercegovinu,44,0,0,0,1,,
2008,Pale (FBiH),143,Socijaldemokratska Partija Bosne i Hercegovine,44,0,0,0,1,,
2008,Pale (FBiH),143,Narodna Stranka Radom za Boljitak,30,0,0,0,1,,
2008,Pale (FBiH),143,Stranka Demokratske Akcije,12,,,,1,y,y
2008,Pale (RS),144,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2151,2,29,0,6,,
2008,Pale (RS),144,Srpska Demokratska Stranka,2148,1,8,0,6,,
2008,Pale (RS),144,Partija Demokratskog Progresa,1991,0,7,0,6,,
2008,Pale (RS),144,Pokret za Nas Grad,977,2,1,0,3,,
2008,Pale (RS),144,Srpska Radikalna Stranka Dr. Vojislav Seselj,589,1,3,0,2,,
2008,Pale (RS),144,Demokratski Narodni Savez,407,0,0,0,1,,
2008,Pale (RS),144,Srpska Radikalna Stranka Republike Srpske,265,0,2,0,1,,
2008,Pale (RS),144,Penzionerska Stranka Republike Strpske,163,0,1,0,0,,
2008,Pale (RS),144,Socijalisticka Partija,126,0,0,0,0,,
2008,Pale (RS),144,Savez SDA-S BiH,12,8,0,4,0,,
2008,Rogatica,146,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1502,0,35,5,7,,
2008,Rogatica,146,Srpska Demokratska Stranka,1128,0,23,4,5,,
2008,Rogatica,146,Partija Demokratskog Progresa,885,1,13,1,4,,
2008,Rogatica,146,Demokratski Narodni Savez,533,0,11,1,2,,
2008,Rogatica,146,Socijalisticka Partija,335,0,4,0,2,,
2008,Rogatica,146,Narodna Stranka Radom za Boljitak,311,0,1,0,1,,
2008,Rogatica,146,Srpska Radikalna Stranka Dr. Vojislav Seselj,247,0,6,0,1,,
2008,Rogatica,146,Savez SDA-S BiH,92,23,125,1,1,,
2008,Rogatica,146,Srpska Radikalna Stranka Republike Srpske,35,0,1,0,0,,
2008,Rogatica,146,Socijaldemokratska Partija Bosne i Hercegovine,20,4,4,12,0,,
2008,Visegrad,147,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,2186,0,9,2,10,,
2008,Visegrad,147,Srpska Demokratska Stranka,1902,0,20,1,8,,
2008,Visegrad,147,Partija Demokratskog Progresa,621,0,2,1,3,,
2008,Visegrad,147,Savez SDA-S BiH,207,85,167,1,2,,
2008,Visegrad,147,"Stranka za Mladost, Razvoj i Boducnost",328,0,4,1,1,,
2008,Visegrad,147,Srpska Radikalna Stranka Republike Srpske,224,2,11,0,1,,
2008,Visegrad,147,Demokratski Narodni Savez,183,0,2,1,0,,
2008,Visegrad,147,Srpska Radikalna Stranka Dr. Vojislav Seselj,137,0,0,0,0,,
2008,Visegrad,147,Penzionerska Stranka Republike Strpske,121,0,0,0,0,,
2008,Visegrad,147,Socijalisticka Partija,51,0,1,0,0,,
2008,Visegrad,147,Narodna Stranka Radom za Boljitak,38,0,1,0,0,,
2008,Visegrad,147,Socijaldemokratska Partija Bosne i Hercegovine,16,4,1,0,0,,
2008,Posusje ,148,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,2054,6,2,4,7,,
2008,Posusje ,148,Hrvatska Demokratska Zajednica 1990,1738,0,0,3,6,,
2008,Posusje ,148,Hrvatska Demokratska Zajednica BiH,1706,0,13,5,6,,
2008,Posusje ,148,Narodna Stranka Radom za Boljitak,316,0,0,1,1,,
2008,Posusje ,148,HSS - NHI,251,0,1,1,1,,
2008,Posusje ,148,Koalicija: HNZ-HDU,154,0,0,0,0,,
2008,Posusje ,148,Hrvatska Krscanska Demokratska Unija BiH,125,0,0,2,0,,
2008,Posusje ,148,Hrvatsko Zajednistov Herceg-Bosne,68,0,0,0,0,,
2008,Grude,149,Hrvatska Demokratska Zajednica BiH,1715,1,1,7,7,,
2008,Grude,149,Narodna Stranka Radom za Boljitak,1690,0,0,7,7,,
2008,Grude,149,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,1456,4,0,1,6,,
2008,Grude,149,Hrvatska Demokratska Zajednica 1990,1224,1,0,1,5,,
2008,Grude,149,Socijaldemokratska Partija Bosne i Hercegovine,110,0,0,0,0,,
2008,Grude,149,Hrvatska Krscanska Demokratska Unija BiH,94,0,0,0,0,,
2008,Grude,149,Hrvatsko Zajednistov Herceg-Bosne,91,0,0,0,0,,
2008,Grude,149,Stranka Penzionera - Umirovlenika Bosne i Hercegovine,86,0,0,0,0,,
2008,Grude,149,Koalicija: HNZ-HDU,81,0,0,0,0,,
2008,Grude,149,Demokratska Stranka Invalida Tuzla,56,0,0,0,0,,
2008,Grude,149,Nedeljko Simic,5,5,0,0,0,,
2008,Grude,149,Stipe Alpeza,3,0,0,0,0,,
2008,Grude,149,Partija Demokratskog Progresa,1,0,0,0,0,,
2008,Grude,149,Vesna Alpeza,1,0,0,0,0,,
2008,Grude,149,Silvije Vrdoljak,1,0,0,0,0,,
2008,Grude,149,Milena Eljuga,0,0,0,0,0,,
2008,Siroki Brijeg,150,Hrvatska Demokratska Zajednica BiH,4968,2,6,4,9,,
2008,Siroki Brijeg,150,Narodna Stranka Radom za Boljitak,4656,0,4,4,9,,
2008,Siroki Brijeg,150,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,1929,0,3,4,4,,
2008,Siroki Brijeg,150,Hrvatska Demokratska Zajednica 1990,1680,1,1,1,3,,
2008,Siroki Brijeg,150,Demokratska Stranka Invalida Tuzla,279,0,12,0,0,,
2008,Siroki Brijeg,150,Hrvatsko Zajednistov Herceg-Bosne,90,0,0,0,0,,
2008,Siroki Brijeg,150,Hrvatska Krscanska Demokratska Unija BiH,45,0,3,0,0,,
2008,Siroki Brijeg,150,Koalicija: HNZ-HDU,35,0,0,0,0,,
2008,Siroki Brijeg,150,Pero Galic,11,0,0,0,0,,
2008,Siroki Brijeg,150,Drazenko Kvesic,5,0,0,0,0,,
2008,Siroki Brijeg,150,Stipe Hrkac,3,0,0,0,0,,
2008,Siroki Brijeg,150,Dragan Boksic,2,0,0,0,0,,
2008,Siroki Brijeg,150,Ante Penavic,1,0,0,0,0,,
2008,Siroki Brijeg,150,Sanja Sabljic,1,0,0,0,0,,
2008,Siroki Brijeg,150,Ferdo Galic,1,0,0,0,0,,
2008,Siroki Brijeg,150,Partija Demokratskog Progresa,0,0,0,0,0,,
2008,Ljubuski,171,Hrvatska Demokratska Zajednica BiH,3758,2,51,7,9,,
2008,Ljubuski,171,Hrvatska Demokratska Zajednica 1990,2231,1,12,4,5,,
2008,Ljubuski,171,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,2179,2,2,2,5,,
2008,Ljubuski,171,Narodna Stranka Radom za Boljitak,1273,4,13,4,3,,
2008,Ljubuski,171,Koalicija: HNZ-HDU,313,0,1,1,1,,
2008,Ljubuski,171,Hrvatska Krscanska Demokratska Unija BiH,180,0,0,0,0,,
2008,Ljubuski,171,Hrvatsko Zajednistov Herceg-Bosne,158,0,1,0,0,,
2008,Ljubuski,171,Socijaldemokratska Partija Bosne i Hercegovine,115,22,1,0,0,,
2008,Ljubuski,171,HSS - NHI,56,0,0,0,0,,
2008,Ljubuski,171,Demokratska Stranka Invalida Tuzla,51,0,0,0,0,,
2008,Ljubuski,171,Partija Demokratskog Progresa,3,0,0,0,0,,
2008,Citluk,172,Hrvatska Demokratska Zajednica BiH,3258,4,60,1,14,,
2008,Citluk,172,Hrvatska Demokratska Zajednica 1990,1295,1,5,1,5,,
2008,Citluk,172,Hrvatska Krscanska Demokratska Unija BiH,824,1,2,0,3,,
2008,Citluk,172,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,816,0,8,0,3,,
2008,Citluk,172,Hrvatska Narodna Zajednica,171,0,2,1,0,,
2008,Citluk,172,Hrvatsko Zajednistov Herceg-Bosne,78,0,0,0,0,,
2008,Capljina,173,Hrvatska Demokratska Zajednica BiH,4812,2,11,2,11,,
2008,Capljina,173,Hrvatska Demokratska Zajednica 1990,4009,4,21,3,9,,
2008,Capljina,173,Stranka Demokratske Akcije,855,19,16,0,2,,
2008,Capljina,173,Lista za Capljinu SBiH-BPNS,607,23,3,0,1,,
2008,Capljina,173,Socijaldemokratska Partija Bosne i Hercegovine,598,21,7,0,1,,
2008,Capljina,173,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,396,1,1,0,1,,
2008,Capljina,173,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,225,0,12,0,0,,
2008,Capljina,173,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,149,0,1,0,0,,
2008,Capljina,173,Hrvatsko Zajednistov Herceg-Bosne,118,0,2,0,0,,
2008,Capljina,173,HSS - NHI,113,0,0,0,0,,
2008,Capljina,173,Narodna Stranka Radom za Boljitak,50,0,0,0,0,,
2008,Capljina,173,Hrvatska Narodna Zajednica,25,0,0,0,0,,
2008,Capljina,173,Demokratska Narodna Zajednica BiH,7,0,0,0,0,,
2008,Neum,174,Hrvatska Demokratska Zajednica BiH,751,0,0,3,6,,
2008,Neum,174,Hrvatska Demokratska Zajednica 1990,547,0,0,2,5,,
2008,Neum,174,Narodna Stranka Radom za Boljitak,311,1,0,4,3,,
2008,Neum,174,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,11,0,0,2,1,,
2008,Neum,174,HSS - NHI,126,0,0,0,1,,
2008,Neum,174,Socijaldemokratska Partija Bosne i Hercegovine,102,5,0,2,1,,
2008,Neum,174,Lista za Neum,49,0,0,0,0,,
2008,Neum,174,Hrvatsko Zajednistov Herceg-Bosne,13,0,0,0,0,,
2008,Stolac,176,Hrvatska Demokratska Zajednica BiH,3306,0,57,4,9,,
2008,Stolac,176,Savez SDA-S BiH,2265,87,47,9,6,,
2008,Stolac,176,Socijaldemokratska Partija Bosne i Hercegovine,205,5,5,0,0,,
2008,Stolac,176,Hrvatska Stranka Prava Bosne i Hercegovine - Dapic - Dr. Jurisic,201,0,0,0,0,,
2008,Stolac,176,Bosanskohercegovacka Patriotska Stranka - Sefer Halilovic,1773,1,0,2,0,,
2008,Stolac,176,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,85,0,10,0,0,,
2008,Stolac,176,Nasa Stranka,88,4,0,1,0,,
2008,Stolac,176,Hrvatska Narodna Zajednica,24,0,0,0,0,,
2008,Stolac - Berkovici,177,Srpska Demokratska Stranka,399,0,2,1,6,,
2008,Stolac - Berkovici,177,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,266,0,1,1,4,,
2008,Stolac - Berkovici,177,Demokratski Narodni Savez,209,1,0,0,3,,
2008,Stolac - Berkovici,177,Partija Demokratskog Progresa,120,0,0,0,2,,
2008,Stolac - Berkovici,177,Srpska Radikalna Stranka Republike Srpske,36,0,0,0,0,,
2008,Stolac - Berkovici,177,Penzionerska Stranka Republike Strpske,27,0,0,0,0,,
2008,Ljubinje,179,Srpska Demokratska Stranka,1117,0,73,8,8,,
2008,Ljubinje,179,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,820,0,14,7,6,,
2008,Ljubinje,179,Partija Demokratskog Progresa,102,0,8,3,1,,
2008,Ljubinje,179,Srpska Radikalna Stranka Dr. Vojislav Seselj,81,0,0,0,1,,
2008,Ljubinje,179,Srpski Pokret Obnove Republike Srpske,63,0,5,0,0,,
2008,Ljubinje,179,Srpska Radikalna Stranka Republike Srpske,31,0,0,0,0,,
2008,Ljubinje,179,Socijalisticka Partija,25,0,0,0,0,,
2008,Ljubinje,179,Demokratski Narodni Savez,12,0,0,0,0,,
2008,Ljubinje,179,Demokratski Narodni Savez,12,0,0,0,0,,
2008,Ljubinje,179,Savez SDA-S BiH,5,0,1,0,0,,
2008,Ljubinje,179,Srpska Demokratska Stranka,9,,,,1,y,y
2008,Nevesinje,161,Srpska Demokratska Stranka,1529,1,0,2,5,,
2008,Nevesinje,161,Savez Nezavisnih Socijaldemokrata - SNSD - Milorad Dodik,1338,1,0,1,4,,
2008,Nevesinje,161,Partija Demokratskog Progresa,1188,2,0,0,4,,
2008,Nevesinje,161,Socijalisticka Partija,871,0,1,0,3,,
2008,Nevesinje,161,Srpska Radikalna Stranka Dr. Vojislav Seselj,826,0,0,0,2,,
2008,Nevesinje,161,Srpska Radikalna Stranka Republike Srpske,506,1,0,0,2,,
