year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,control sum,seats
1997,Banovici,78,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",1319,52,1371,3
1997,Banovici,78,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",6503,275,6778,13
1997,Banovici,78,Safer Zrnanovic,248,12,260,0
1997,Banovici,78,Hadzisejdic Egon,149,12,161,0
1997,Zivinice,79,SDP BiH,7285,185,7470,10
1997,Zivinice,79,LBO,251,5,256,0
1997,Zivinice,79,HDZ BiH,1269,150,1419,2
1997,Zivinice,79,Dem.Str - Invalida BH,426,11,437,0
1997,Zivinice,79,BOSS - Bosanska Stranka,804,24,828,1
1997,Zivinice,79,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",561,42,603,0
1997,Zivinice,79,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",11272,1060,12332,17
1997,Zivinice,79,Sead Softic,357,17,374,0
1997,Kalesija,80,SDP BiH,1392,65,1457,3
1997,Kalesija,80,BOSS - Bosanska Stranka,344,15,359,0
1997,Kalesija,80,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",883,64,947,2
1997,Kalesija,80,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",8103,2196,10299,24
1997,Kalesija,80,Sehic Sead Seha,1789,75,1864,1
1997,Kalesija/Osmaci,81,Srpska Radikalna Stranka Republike Srpske,567,103,670,6
1997,Kalesija/Osmaci,81,Srpska Demokratska Stranka (Srpskih Zemalja),1009,90,1099,11
1997,Kalesija/Osmaci,81,BOSS - Bosanska Stranka,3,18,21,21
1997,Kalesija/Osmaci,81,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,193,39,232,2
1997,Kalesija/Osmaci,81,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",209,1395,1604,16
1997,Zvornik,83,SDP BiH,54,333,387,0
1997,Zvornik,83,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,24,81,105,0
1997,Zvornik,83,Srpska Radikalna Stranka Republike Srpske,8309,633,8942,14
1997,Zvornik,83,Srpska Demokratska Stranka (Srpskih Zemalja),12188,629,12817,20
1997,Zvornik,83,Srpska Patriotska Stranka - SPAS,99,16,115,0
1997,Zvornik,83,Narodna Radikalna Stranka Zvornik,1091,125,1216,2
1997,Zvornik,83,BOSS - Bosanska Stranka,14,48,62,0
1997,Zvornik,83,Demokratska Stranka RS,511,62,573,0
1997,Zvornik,83,Stranka Nezavisnih Socijaldemokrata,229,42,271,0
1997,Zvornik,83,NDPB,23,9,32,0
1997,Zvornik,83,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,3401,176,3577,6
1997,Zvornik,83,Demokratska Stranka Federalista,63,44,107,0
1997,Zvornik,83,SPD RS,50,16,66,0
1997,Zvornik,83,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",1154,16522,17676,28
1997,Zvornik,83,Rakanovic Stanko,70,29,99,0
1997,Bosansko Grahovo/Grahovo,84,HDZ BiH,160,67,227,1
1997,Bosansko Grahovo/Grahovo,84,BOSS - Bosanska Stranka,3,39,42,0
1997,Bosansko Grahovo/Grahovo,84,Zavicaj,47,1753,1800,12
1997,Bosansko Grahovo/Grahovo,84,Jojic Uros,2,246,248,1
1997,Bosansko Grahovo/Grahovo,84,Todor Micic,8,174,182,1
1997,Glamoc,85,Hrvatska Stranka Prava - HSP,24,5,29,0
1997,Glamoc,85,HDZ BiH,1693,146,1839,6
1997,Glamoc,85,Hrvatska Cista Stranka Prava Bosne i Hercegovine (HCSP BiH),21,12,33,0
1997,Glamoc,85,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",3,57,60,0
1997,Glamoc,85,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",83,872,955,3
1997,Glamoc,85,Zavicaj,26,1573,1599,6
1997,Sipovo,88,Srpska Radikalna Stranka Republike Srpske,177,79,256,1
1997,Sipovo,88,Srpska Demokratska Stranka (Srpskih Zemalja),1638,107,1745,9
1997,Sipovo,88,Srpska Patriotska Stranka - SPAS,74,14,88,0
1997,Sipovo,88,Narodna Radikalna Stranka Nikola Pasic,21,3,24,0
1997,Sipovo,88,Stranka Nezavisnih Socijaldemokrata,69,10,79,0
1997,Sipovo,88,Ekoloski Pokret,60,6,66,0
1997,Sipovo,88,Srpski Pokret Obnove (SPO),233,39,272,2
1997,Sipovo,88,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,33,2,35,0
1997,Sipovo,88,Srpska Seljacka Stranka,49,13,62,0
1997,Sipovo,88,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,3917,107,4024,21
1997,Sipovo,88,ROF Nikola Pasic,13,2,15,0
1997,Sipovo,88,Narodna Stranka R.S-e,42,3,45,0
1997,Sipovo,88,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",110,1252,1362,7
1997,Sipovo,88,Udruzena Ljevica,9,5,14,0
1997,Donji Vakuf,89,SDP BiH,1025,155,1180,3
1997,Donji Vakuf,89,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",5904,1074,6978,18
1997,Travnik,91,Bosanskohercegovaka Patriotska Stranka - BPS,194,21,215,0
1997,Travnik,91,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),141,71,212,0
1997,Travnik,91,SDP BiH,1865,103,1968,2
1997,Travnik,91,LBO,99,6,105,0
1997,Travnik,91,HDZ BiH,7556,4237,11793,11
1997,Travnik,91,BOSS - Bosanska Stranka,236,6,242,0
1997,Travnik,91,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",478,48,526,0
1997,Travnik,91,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",16785,1267,18052,18
1997,Zenica,93,Bosanskohercegovaka Patriotska Stranka - BPS,248,18,266,0
1997,Zenica,93,Stranka Prirodnog Zakona BiH,225,17,242,0
1997,Zenica,93,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),247,25,272,0
1997,Zenica,93,SDP BiH,9389,243,9632,9
1997,Zenica,93,LBO,254,8,262,0
1997,Zenica,93,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,277,11,288,0
1997,Zenica,93,Ekoloski Pokret - Zenica,403,70,473,0
1997,Zenica,93,Hrvatska Stranka Prava - HSP,245,26,271,0
1997,Zenica,93,Republikanska Stranka Zenica,163,35,198,0
1997,Zenica,93,HDZ BiH,4287,912,5199,5
1997,Zenica,93,BOSS - Bosanska Stranka,398,12,410,0
1997,Zenica,93,Stranka Ujedinjenih Muslimana Republike Bosne i Herzegovine,552,25,577,0
1997,Zenica,93,Racunajte na Nas,168,9,177,0
1997,Zenica,93,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",2465,105,2570,3
1997,Zenica,93,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",31686,1907,33593,33
1997,Zenica,93,Ilijas Sabic,87,6,93,0
1997,Zenica,93,Senad Fazlic,97,1,98,0
1997,Zenica,93,Zajim Ahmetspahic,491,10,501,0
1997,Zenica,93,Selvedin Satorovic,31,1,32,0
1997,Zenica,93,Ekrem Fetic,167,3,170,0
1997,Zenica,93,Abdulah Imamovic,129,5,134,0
1997,Zenica,93,Kolar Bogdan,377,193,570,0
1997,Zenica,93,Birnas Sabic,24,1,25,0
1997,Zenica,93,Mustafa Caljakovic,117,8,125,0
1997,Zenica,93,Adil Imamovic,73,2,75,0
1997,Zenica,93,Derliong Alojzij,190,36,226,0
1997,Zenica,93,Nezir Delic,145,6,151,0
1997,Zenica,93,Sisman Zaim,114,4,118,0
1997,Zenica,93,Hasan (Husein) Kreho,194,5,199,0
1997,Zenica,93,Salem Rudic,163,5,168,0
1997,Zenica,93,Smajl satorovic,59,5,64,0
1997,Zenica,93,Muratovic/Saban/Ramo-Gurman,536,19,555,0
1997,Zenica,93,Imamovic Ekrem,124,9,133,0
1997,Kakanj,94,Bosanskohercegovaka Patriotska Stranka - BPS,129,11,140,0
1997,Kakanj,94,SDP BiH,3400,179,3579,5
1997,Kakanj,94,LBO,110,7,117,0
1997,Kakanj,94,HDZ BiH,1853,2129,3982,6
1997,Kakanj,94,BOSS - Bosanska Stranka,342,6,348,0
1997,Kakanj,94,Racunajte na Nas,143,16,159,0
1997,Kakanj,94,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",613,45,658,0
1997,Kakanj,94,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",12192,1014,13206,19
1997,Kakanj,94,Ilhan Kadic,473,16,489,0
1997,Vares,95,Bosanskohercegovaka Patriotska Stranka - BPS,522,15,537,3
1997,Vares,95,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,450,86,536,0
1997,Vares,95,SDP BiH,816,54,870,6
1997,Vares,95,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,88,6,94,0
1997,Vares,95,Unija Bosanskohercegovackih Socijaldemokrata UBSD,58,17,75,0
1997,Vares,95,HDZ BiH,1753,1331,3084,19
1997,Vares,95,BOSS - Bosanska Stranka,57,6,63,0
1997,Vares,95,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",2954,152,3106,19
1997,Vares,95,Izudin Mehmedovic (Izarica),38,4,42,0
1997,Olovo,96,SDP BiH,1074,64,1138,5
1997,Olovo,96,LBO,77,5,82,0
1997,Olovo,96,HDZ BiH,175,66,241,1
1997,Olovo,96,BOSS - Bosanska Stranka,237,13,250,1
1997,Olovo,96,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",5066,427,5493,26
1997,Olovo,96,Zijad Karic,192,16,208,0
1997,Kladanj ,98,SDP BiH,894,44,938,3
1997,Kladanj ,98,Dem.Str - Invalida BH,154,11,165,0
1997,Kladanj ,98,BOSS - Bosanska Stranka,202,16,218,0
1997,Kladanj ,98,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",914,34,948,3
1997,Kladanj ,98,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",3607,451,4058,14
1997,Sekovici,101,Srpska Radikalna Stranka Republike Srpske,1286,31,1317,11
1997,Sekovici,101,Srpska Demokratska Stranka (Srpskih Zemalja),1913,31,1944,17
1997,Sekovici,101,Stranka Demokratskih Reformi Sekovici - SDR,258,7,265,2
1997,Sekovici,101,BOSS - Bosanska Stranka,18,2,20,0
1997,Sekovici,101,NDPB,7,1,8,0
1997,Sekovici,101,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,930,14,944,8
1997,Sekovici,101,Demokratska Stranka Federalista,42,3,45,0
1997,Sekovici,101,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",58,106,164,2
1997,Sekovici,101,Udruzena Ljevica,32,3,35,0
1997,Sekovici,101,Marjanoci Zoran,35,0,35,0
1997,Sekovici,101,Vlajko Sokic,18,2,20,0
1997,Sekovici,101,Ristan Ristic,14,1,15,0
1997,Vlasenica,103,LBO,3,13,16,0
1997,Vlasenica,103,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,26,47,73,0
1997,Vlasenica,103,Srpska Radikalna Stranka Republike Srpske,6006,27,6033,15
1997,Vlasenica,103,Srpska Demokratska Stranka (Srpskih Zemalja),5358,35,5393,13
1997,Vlasenica,103,Srpska Patriotska Stranka - SPAS,172,5,177,0
1997,Vlasenica,103,BOSS - Bosanska Stranka,14,35,49,0
1997,Vlasenica,103,NDPB,29,3,32,0
1997,Vlasenica,103,Srpska Seljacka Stranka,102,2,104,0
1997,Vlasenica,103,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,622,6,628,2
1997,Vlasenica,103,DPB - Udruzenje Gradana Milici,94,30,124,0
1997,Vlasenica,103,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",226,7653,7879,20
1997,Vlasenica,103,Udruzena Ljevica,40,15,55,0
1997,Bratunac,104,SDP,11,197,208,0
1997,Bratunac,104,Srpska Radikalna Stranka Republike Srpske,5663,230,5893,14
1997,Bratunac,104,Srpska Demokratska Stranka (Srpskih Zemalja),3724,135,3859,9
1997,Bratunac,104,Srpska Raseljenicka Demokratska Stranka Republike Srpske (SRDSRS),316,14,330,0
1997,Bratunac,104,Srpska Patriotska Stranka - SPAS,205,15,220,0
1997,Bratunac,104,BOSS - Bosanska Stranka,6,30,36,0
1997,Bratunac,104,Srpski Otadzbinski Front - (SOF),21,3,24,0
1997,Bratunac,104,NDPB,4,3,7,0
1997,Bratunac,104,Izbjeglicka Stranka RS,71,22,93,0
1997,Bratunac,104,Srpska Seljacka Stranka,233,15,248,0
1997,Bratunac,104,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,790,38,828,2
1997,Bratunac,104,Demokratska Stranka Federalista,64,33,97,0
1997,Bratunac,104,Nezavisna Stranka Republike Srpske,31,8,39,0
1997,Bratunac,104,Racunajte na Nas,8,31,39,0
1997,Bratunac,104,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",173,8189,8362,20
1997,Bratunac,104,Udruzena Ljevica,107,16,123,0
1997,Bratunac,104,Husic Sefik,7,142,149,0
1997,Srebrenica,105,SDP BiH,6,147,153,0
1997,Srebrenica,105,LBO,7,17,24,0
1997,Srebrenica,105,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,10,48,58,0
1997,Srebrenica,105,Srpska Radikalna Stranka Republike Srpske,2914,157,3071,8
1997,Srebrenica,105,Srpska Demokratska Stranka (Srpskih Zemalja),4386,483,4869,12
1997,Srebrenica,105,Srpska Patriotska Stranka - SPAS,77,12,89,0
1997,Srebrenica,105,BOSS - Bosanska Stranka,8,11,19,0
1997,Srebrenica,105,Demokratska Stranka RS,185,22,207,0
1997,Srebrenica,105,Srpski Otadzbinski Front - (SOF),10,7,17,0
1997,Srebrenica,105,NDPB,18,2,20,0
1997,Srebrenica,105,Srpska Seljacka Stranka,47,10,57,0
1997,Srebrenica,105,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,356,52,408,0
1997,Srebrenica,105,Demokratska Stranka Federalista,99,49,148,0
1997,Srebrenica,105,Nezavisna Stranka Republike Srpske,26,18,44,0
1997,Srebrenica,105,Narodna Stranka R.S-e,37,1,38,0
1997,Srebrenica,105,Racunajte na Nas,8,28,36,0
1997,Srebrenica,105,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",130,9444,9574,24
1997,Srebrenica,105,Ibran Mustafic,8,720,728,1
1997,Livno,106,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,517,46,563,1
1997,Livno,106,SDP BiH,374,125,499,0
1997,Livno,106,Hrvatska Stranka Prava - HSP,449,85,534,1
1997,Livno,106,HDZ BiH,8591,1054,9645,20
1997,Livno,106,Hrvatska Cista Stranka Prava Bosne i Hercegovine (HCSP BiH),231,34,265,0
1997,Livno,106,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",2156,1007,3163,7
1997,Livno,106,Vinko Krizan,395,26,421,0
1997,Livno,106,Ivan Dolic,531,27,558,1
1997,Kupres,107,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,84,14,98,0
1997,Kupres,107,Hrvatska Stranka Prava - HSP,24,12,36,0
1997,Kupres,107,HDZ BiH,1399,472,1871,19
1997,Kupres,107,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",22,312,334,3
1997,Kupres/Srpski Kupres,108,Srpska Demokratska Stranka (Srpskih Zemalja),106,64,170,21
1997,Kupres/Srpski Kupres,108,Narodna Stranka R.S-e,54,13,67,1
1997,Bogonjo,109,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),34,73,107,0
1997,Bogonjo,109,SDP BiH,499,128,627,0
1997,Bogonjo,109,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,69,28,97,0
1997,Bogonjo,109,HDZ BiH,1392,5688,7080,10
1997,Bogonjo,109,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",192,52,244,0
1997,Bogonjo,109,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",11395,1814,13209,20
1997,Gornji Vakuf,110,Bosanskohercegovaka Patriotska Stranka - BPS,66,2,68,0
1997,Gornji Vakuf,110,SDP BiH,377,23,400,0
1997,Gornji Vakuf,110,HDZ BiH,4448,1593,6041,13
1997,Gornji Vakuf,110,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",6922,1387,8309,17
1997,Novi Travnik,111,Bosanskohercegovaka Patriotska Stranka - BPS,222,58,280,0
1997,Novi Travnik,111,HDZ BiH,6350,1349,7699,12
1997,Novi Travnik,111,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",7077,492,7569,11
1997,Vitez,112,SDP BiH,278,51,329,0
1997,Vitez,112,LBO,34,1,35,0
1997,Vitez,112,Hrvatska Stranka Prava - HSP,362,39,401,0
1997,Vitez,112,HDZ BiH,7459,897,8356,17
1997,Vitez,112,BOSS - Bosanska Stranka,87,20,107,0
1997,Vitez,112,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",6227,840,7067,14
1997,Busovaca,113,SDP BiH,620,48,668,2
1997,Busovaca,113,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,78,14,92,0
1997,Busovaca,113,HDZ BiH,5217,784,6001,17
1997,Busovaca,113,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",3629,682,4311,12
1997,Fojnica,114,Bosanskohercegovaka Patriotska Stranka - BPS,109,5,114,0
1997,Fojnica,114,SDP BiH,565,31,596,2
1997,Fojnica,114,LBO,106,0,106,0
1997,Fojnica,114,HDZ BiH,1782,1298,3080,12
1997,Fojnica,114,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",3893,252,4145,17
1997,Fojnica,114,Fehim Zecevic,50,1,51,0
1997,Kiseljak,115,Bosanskohercegovaka Patriotska Stranka - BPS,70,36,106,0
1997,Kiseljak,115,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,346,29,375,0
1997,Kiseljak,115,SDP BiH,164,79,243,0
1997,Kiseljak,115,HDZ BiH,6934,844,7778,14
1997,Kiseljak,115,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",2456,2354,4810,9
1997,Kiseljak,115,Nermin Jaramaz ZV. Germa,33,24,57,0
1997,Visoko,116,Bosanskohercegovaka Patriotska Stranka - BPS,225,10,235,0
1997,Visoko,116,SDP BiH,3982,159,4141,5
1997,Visoko,116,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,299,29,328,0
1997,Visoko,116,BOSS - Bosanska Stranka,387,12,399,0
1997,Visoko,116,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",982,93,1075,1
1997,Visoko,116,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",14588,893,15481,19
1997,Breza,117,Bosanskohercegovaka Patriotska Stranka - BPS,78,2,80,0
1997,Breza,117,SDP BiH,670,18,688,3
1997,Breza,117,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,124,2,126,0
1997,Breza,117,BOSS - Bosanska Stranka,109,3,112,0
1997,Breza,117,Hrvatska Narodna Zajednica,81,23,104,0
1997,Breza,117,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",1190,14,1204,5
1997,Breza,117,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",5221,276,5497,22
1997,Breza,117,Numo Velic,107,12,119,0
1997,Breza,117,Mamela Nusret - Maso,136,8,144,0
1997,Breza,117,Esad Bajtal,211,15,226,0
1997,Breza,117,Vrhovnik Alojz - Vjeko,133,18,151,0
1997,Ilijas,118,Bosanskohercegovaka Patriotska Stranka - BPS,57,6,63,0
1997,Ilijas,118,Stranka za Srednje,1557,88,1645,8
1997,Ilijas,118,SDP BiH,457,73,530,3
1997,Ilijas,118,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,89,17,106,0
1997,Ilijas,118,HDZ BiH,134,200,334,2
1997,Ilijas,118,BOSS - Bosanska Stranka,69,5,74,0
1997,Ilijas,118,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",296,54,350,2
1997,Ilijas,118,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",2939,421,3360,17
1997,Sokolac,121,SDP BiH,16,113,129,0
1997,Sokolac,121,Srpska Radikalna Stranka Republike Srpske,2962,94,3056,10
1997,Sokolac,121,Srpska Demokratska Stranka (Srpskih Zemalja),4824,120,4944,17
1997,Sokolac,121,Srpska Patriotska Stranka - SPAS,114,6,120,0
1997,Sokolac,121,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,632,17,649,2
1997,Sokolac,121,Narodna Stranka R.S-e,41,10,51,0
1997,Sokolac,121,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",30,1884,1914,6
1997,Sokolac,121,Udruzena Ljevica,32,15,47,0
1997,Han Pijesak,123,Srpska Radikalna Stranka Republike Srpske,771,30,801,7
1997,Han Pijesak,123,Srpska Demokratska Stranka (Srpskih Zemalja),1373,26,1399,12
1997,Han Pijesak,123,Srpska Patriotska Stranka - SPAS,48,2,50,0
1997,Han Pijesak,123,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,406,10,416,3
1997,Han Pijesak,123,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",2,1037,1039,9
1997,Tomislavgrad,124,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),1050,35,1085,3
1997,Tomislavgrad,124,Hrvatska Stranka Prava - HSP,204,63,267,0
1997,Tomislavgrad,124,HDZ BiH,7739,1094,8833,23
1997,Tomislavgrad,124,Hrvatska Cista Stranka Prava Bosne i Hercegovine (HCSP BiH),115,21,136,0
1997,Tomislavgrad,124,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",849,830,1679,4
1997,Prozor/Prozor-Rama,125,SDP BiH,36,94,130,0
1997,Prozor/Prozor-Rama,125,Hrvatska Stranka Prava - HSP,598,26,624,2
1997,Prozor/Prozor-Rama,125,HDZ BiH,5319,648,5967,19
1997,Prozor/Prozor-Rama,125,BOSS - Bosanska Stranka,22,66,88,0
1997,Prozor/Prozor-Rama,125,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",633,2241,2874,9
1997,Jablanica,126,SDP BiH,779,61,840,5
1997,Jablanica,126,HDZ BiH,339,222,561,3
1997,Jablanica,126,BOSS - Bosanska Stranka,128,4,132,0
1997,Jablanica,126,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",223,13,236,1
1997,Jablanica,126,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",3823,262,4085,21
1997,Jablanica,126,Sead Idrizovic,126,3,129,0
1997,Jablanica,126,Safet Kukolj,104,6,110,0
1997,Konjic,127,Bosanskohercegovaka Patriotska Stranka - BPS,5227,150,5377,9
1997,Konjic,127,SDP BiH,1546,113,1659,3
1997,Konjic,127,LBO,237,6,243,0
1997,Konjic,127,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,255,24,279,0
1997,Konjic,127,HDZ BiH,924,2018,2942,5
1997,Konjic,127,BOSS - Bosanska Stranka,231,10,241,0
1997,Konjic,127,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",6705,808,7513,13
1997,Kresevo,129,SDP BiH,56,22,78,0
1997,Kresevo,129,HDZ BiH,2568,249,2817,15
1997,Kresevo,129,BOSS - Bosanska Stranka,33,9,42,0
1997,Kresevo,129,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",303,348,651,4
1997,Hadzici,130,Bosanskohercegovaka Patriotska Stranka - BPS,206,20,226,0
1997,Hadzici,130,SDP BiH,1205,75,1280,4
1997,Hadzici,130,LBO,182,6,188,0
1997,Hadzici,130,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",430,56,486,1
1997,Hadzici,130,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",7019,544,7563,20
1997,Ilidza,131,Bosanskohercegovaka Patriotska Stranka - BPS,618,69,687,0
1997,Ilidza,131,SDP BiH,1999,188,2187,3
1997,Ilidza,131,LBO,159,12,171,0
1997,Ilidza,131,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,160,15,175,0
1997,Ilidza,131,HDZ BiH,1099,705,1804,3
1997,Ilidza,131,BOSS - Bosanska Stranka,147,13,160,0
1997,Ilidza,131,Racunajte na Nas,65,24,89,0
1997,Ilidza,131,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",1355,71,1426,2
1997,Ilidza,131,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",9697,2106,11803,19
1997,Ilidza,131,Maksim Stanisic,166,151,317,0
1997,Ilidza,131,Antun Mlinarevic,68,20,88,0
1997,Ilidza,131,Nikoa G. Vujnovic,69,48,117,0
1997,Ilidza,131,Memic Vejsil,279,33,312,0
1997,Ilidza,131,Tin Zdilar,40,5,45,0
1997,Ilidza/Srpska Ilidza,132,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,29,74,103,0
