year,district.name,district.id,party,votes.in.municipality,votes.out.municipality,control sum,seats
1997,Bijeljina,29,Unija Bosanskohercegovackih Socijaldemokrata UBSD,402,463,865,0
1997,Bijeljina,29,Srpska Raseljenicka Demokratska Stranka Republike Srpske (SRDSRS),680,45,725,0
1997,Bijeljina,29,BOSS - Bosanska Stranka,78,53,131,0
1997,Bijeljina,29,SNS RS,192,13,205,0
1997,Bijeljina,29,Srpski Demokratski Savez RS,1042,48,1090,0
1997,Bijeljina,29,Demokratska Stranka RS,7351,174,7525,7
1997,Bijeljina,29,Srpski Otadzbinski Front - (SOF),74,7,81,0
1997,Bijeljina,29,Nova Radnicka Stranka RS,184,14,198,0
1997,Bijeljina,29,Stranka Nezavisnih Socijaldemokrata,388,44,432,0
1997,Bijeljina,29,Demokratski Preporod Srpske (DPS),270,8,278,0
1997,Bijeljina,29,Izbjeglicka Stranka RS,897,39,936,0
1997,Bijeljina,29,Srpska Seljacka Stranka,418,14,432,0
1997,Bijeljina,29,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,7559,205,7764,8
1997,Bijeljina,29,Nezavisna Stranka Republike Srpske,111,13,124,0
1997,Bijeljina,29,Narodna Stranka R.S-e,137,10,147,0
1997,Bijeljina,29,SPD RS,167,26,193,0
1997,Bijeljina,29,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",781,11523,12304,12
1997,Bijeljina,29,Udruzena Ljevica,472,23,495,0
1997,Bijeljina,29,Dorde Pajic,97,11,108,0
1997,Bijeljina,29,Savo Ivkovic,28,6,34,0
1997,Bijeljina,29,Branko Savic,47,5,52,0
1997,Bijeljina,29,Ivkovic-Koste-Milorad,26,3,29,0
1997,Bijeljina,29,Izidin,27,33,60,0
1997,Bijeljina,29,Diko Ivkovic,14,7,21,0
1997,Bijeljina,29,Sadik Pazarac,85,110,195,0
1997,Bosanski Petrovac,30,Zavicaj,24,2258,2282,13
1997,Bosanski Petrovac,30,Sljivar Vojo,4,290,294,1
1997,Bosanski Petrovac,30,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",1357,605,1962,11
1997,Bosanski Petrovac/Petrovac,31,Srpska Demokratska Stranka (Srpskih Zemalja),45,78,123,22
1997,Bosanski Petrovac/Petrovac,31,Demokratska Stranka za Banja Luku i Krajinu,37,67,104,6
1997,Bosanski Petrovac/Petrovac,31,Otadzbinska Stranka,3,32,35,1
1997,Bosanski Petrovac/Petrovac,31,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,14,74,88,4
1997,Bosanski Petrovac/Petrovac,31,Narodna Stranka R.S-e,5,9,14,2
1997,Sanski Most,32,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,59,31,90,0
1997,Sanski Most,32,BSP-Bosnjacka Stranka Prava,75,39,114,0
1997,Sanski Most,32,HDZ BiH,156,287,443,0
1997,Sanski Most,32,BOSS - Bosanska Stranka,57,39,96,0
1997,Sanski Most,32,SRP BiH,99,211,310,0
1997,Sanski Most,32,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",9353,7901,17254,26
1997,Sanski Most,32,Zavicaj,88,2429,2517,4
1997,Sanski Most/Srpski Sanski Most,33,Srpska Radikalna Stranka Republike Srpske,841,421,1262,16
1997,Sanski Most/Srpski Sanski Most,33,Srpska Demokratska Stranka (Srpskih Zemalja),602,287,889,12
1997,Sanski Most/Srpski Sanski Most,33,Srpska Seljacka Stranka,148,53,201,3
1997,Sanski Most/Srpski Sanski Most,33,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,211,197,408,4
1997,Sanski Most/Srpski Sanski Most,33,ROF Nikola Pasic,34,10,44,0
1997,Banja Luka,34,Stranka za Bosnu i Hercegovinu (Stranka za BiH),956,3472,4428,3
1997,Banja Luka,34,SDP BiH,163,482,645,0
1997,Banja Luka,34,Partija Drustvenog Progresa (PDP),51,3,54,0
1997,Banja Luka,34,Srpska Radikalna Stranka Republike Srpske,4791,275,5066,4
1997,Banja Luka,34,Srpska Demokratska Stranka (Srpskih Zemalja),9491,408,9899,7
1997,Banja Luka,34,Srpska Patriotska Stranka - SPAS,6321,175,6496,5
1997,Banja Luka,34,HDZ BiH,642,4701,5343,4
1997,Banja Luka,34,Nova Radnicka Stranka RS,276,11,287,0
1997,Banja Luka,34,BOSS - Bosanska Stranka,63,43,106,0
1997,Banja Luka,34,SNS RS,361,22,383,0
1997,Banja Luka,34,Ekoloska Stranka (EKOS),198,25,223,0
1997,Banja Luka,34,Srpski Demokratski Savez RS,542,22,564,0
1997,Banja Luka,34,Narodna Radikalna Stranka Nikola Pasic,680,21,701,0
1997,Banja Luka,34,Demokratska Patriotska Stranka Republike Srpske,10806,224,11030,8
1997,Banja Luka,34,Hrvatska Narodna Zajednica,247,283,530,0
1997,Banja Luka,34,Srpski Otadzbinski Front - (SOF),267,11,278,0
1997,Banja Luka,34,Nova Radnicka Stranka RS,223,6,229,0
1997,Banja Luka,34,Stranka Prosvjete i Zdravstva,127,11,138,0
1997,Banja Luka,34,Demokratski Preporod Srpske (DPS),630,12,642,0
1997,Banja Luka,34,Radnicka Partija Republike Srpske (RPRS),149,3,152,0
1997,Banja Luka,34,Stranka Banjaluckog Centra,441,28,469,0
1997,Banja Luka,34,Otadzbinska Stranka,159,10,169,0
1997,Banja Luka,34,Stranka Srpskog Jedinstva Republike Srpske (SSJ),2035,78,2113,1
1997,Banja Luka,34,Srpska Stranka Krajine i Posavine,16706,406,17112,12
1997,Banja Luka,34,Socijalno-liberalna Stranka RS (SLS),866,54,920,0
1997,Banja Luka,34,Srpska Seljacka Stranka,835,30,865,0
1997,Banja Luka,34,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,17228,454,17682,12
1997,Banja Luka,34,ROF Nikola Pasic,280,6,286,0
1997,Banja Luka,34,Demokratska Stranka Federalista,162,11,173,0
1997,Banja Luka,34,Socijalisticka Radnicka Partija Jugoslavija,1360,47,1407,0
1997,Banja Luka,34,SRP BiH,95,26,121,0
1997,Banja Luka,34,Stranka Privatnih Privrednika Republike Srpske,304,9,313,0
1997,Banja Luka,34,SPD RS,274,12,286,0
1997,Banja Luka,34,SDA,397,8713,9110,6
1997,Banja Luka,34,Za Banjaluku,11531,608,12139,8
1997,Banja Luka,34,Muhamed Fekovic,58,135,193,0
1997,Banja Luka,34,Udruzena Ljevica,346,24,370,0
1997,Banja Luka,34,Bojan Savic,42,7,49,0
1997,Banja Luka,34,Maletic Doko,28,2,30,0
1997,Banja Luka,34,Tomo Udovicic,39,24,63,0
1997,Banja Luka,34,Trivo Tanasic,19,11,30,0
1997,Banja Luka,34,Milosava Jakovljevic,64,8,72,0
1997,Banja Luka,34,Dudorovic Vojislav,93,12,105,0
1997,Banja Luka,34,Slavko Plavsic,43,2,45,0
1997,Banja Luka,34,Branislav Ristic,30,1,31,0
1997,Banja Luka,34,Dysan Milicevic,201,24,225,0
1997,Banja Luka,34,Vuckovic Aleksandra Tomislav,16,17,33,0
1997,Banja Luka,34,Nebojsa Stegic,36,3,39,0
1997,Celinac,35,Srpska Radikalna Stranka Republike Srpske,1042,37,1079,6
1997,Celinac,35,Srpska Demokratska Stranka (Srpskih Zemalja),2196,60,2256,12
1997,Celinac,35,Srpska Patriotska Stranka - SPAS,884,8,892,5
1997,Celinac,35,Srpski Demokratski Savez RS,180,5,185,0
1997,Celinac,35,Narodna Radikalna Stranka Nikola Pasic,258,4,262,1
1997,Celinac,35,Srpski Otadzbinski Front - (SOF),107,2,109,0
1997,Celinac,35,Demokratski Preporod Srpske (DPS),193,5,198,1
1997,Celinac,35,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,2896,42,2938,15
1997,Celinac,35,Narodna Stranka R.S-e,1097,32,1129,0
1997,Celinac,35,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",56,656,712,4
1997,Celinac,35,Rade Mikac,278,4,282,1
1997,Celinac,35,Dragan Dzombic,41,1,42,0
1997,Doboj,38,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),35,125,160,0
1997,Doboj,38,Hrvatska Seljacka Stranka BiH/HSS BiH/Sarajevo,47,336,383,0
1997,Doboj,38,SDP BiH,455,1311,1766,2
1997,Doboj,38,Srpska Radikalna Stranka Republike Srpske,7975,299,8274,10
1997,Doboj,38,Srpska Demokratska Stranka (Srpskih Zemalja),18798,592,19390,24
1997,Doboj,38,Srpska Patriotska Stranka - SPAS,448,17,465,0
1997,Doboj,38,HDZ BiH,74,1104,1178,2
1997,Doboj,38,Ujedinjena Posavska Obitelj U.P.O HRZ BiH,34,83,117,0
1997,Doboj,38,BOSS - Bosanska Stranka,43,143,186,0
1997,Doboj,38,Srpski Demokratski Savez RS,769,34,803,0
1997,Doboj,38,Demokratska Stranka RS,1045,55,1100,1
1997,Doboj,38,Srpski Otadzbinski Front - (SOF),79,6,85,0
1997,Doboj,38,Radnicka Partija Republike Srpske (RPRS),303,4,307,0
1997,Doboj,38,Stranka Srpskog Jedinstva Republike Srpske (SSJ),867,47,914,1
1997,Doboj,38,Socijalno-liberalna Stranka RS (SLS),211,14,225,0
1997,Doboj,38,Srpska Seljacka Stranka,493,16,509,0
1997,Doboj,38,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,4569,158,4727,6
1997,Doboj,38,Nezavisna Stranka Republike Srpske,132,16,148,0
1997,Doboj,38,SPD RS,189,60,249,0
1997,Doboj,38,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",1253,12100,13353,17
1997,Doboj,38,Udruzena Ljevica,366,52,418,0
1997,Doboj,38,Slobodan Jotic,52,12,64,0
1997,Doboj,38,Nikola Topalovic,116,37,153,0
1997,Doboj,38,Nikolic Jovan,63,20,83,0
1997,Doboj,38,Obren Zivanovic,20,6,26,0
1997,Doboj,38,Tomislav Tomic,18,10,28,0
1997,Doboj,38,Velimir Dordic,23,8,31,0
1997,Tesanj,39,SPD RS,1532,75,1607,3
1997,Tesanj,39,HDZ BiH,257,462,719,1
1997,Tesanj,39,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",1056,53,1109,2
1997,Tesanj,39,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",15102,1598,16700,29
1997,Maglaj,42,SDP BiH,1260,155,1415,4
1997,Maglaj,42,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,184,33,217,0
1997,Maglaj,42,HDZ BiH,82,289,371,0
1997,Maglaj,42,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",299,47,346,0
1997,Maglaj,42,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",7355,1934,9289,27
1997,Gracanica,44,Bosanskohercegovaka Patriotska Stranka - BPS,455,16,471,0
1997,Gracanica,44,SDP BiH,5283,125,5408,8
1997,Gracanica,44,LBO,480,14,494,0
1997,Gracanica,44,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,564,10,574,0
1997,Gracanica,44,Dem.Str - Invalida BH,579,19,598,0
1997,Gracanica,44,BOSS - Bosanska Stranka,734,69,803,1
1997,Gracanica,44,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",14212,1215,15427,21
1997,Gracanica,44,Ekrem Kamaric - Torta,292,14,306,0
1997,Gracanica/Petrovo,45,Srpska Radikalna Stranka Republike Srpske,989,42,1031,9
1997,Gracanica/Petrovo,45,Srpska Demokratska Stranka (Srpskih Zemalja),2084,58,2142,18
1997,Gracanica/Petrovo,45,Srpski Demokratski Savez RS,72,0,72,0
1997,Gracanica/Petrovo,45,Demokratska Stranka RS,94,4,98,0
1997,Gracanica/Petrovo,45,Stranka Srpskog Jedinstva Republike Srpske (SSJ),99,3,102,0
1997,Gracanica/Petrovo,45,Srpska Seljacka Stranka,137,4,141,0
1997,Gracanica/Petrovo,45,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,847,26,873,7
1997,Gracanica/Petrovo,45,Nezavisna Stranka Republike Srpske,26,0,26,0
1997,Gracanica/Petrovo,45,Narodna Stranka R.S-e,43,2,45,0
1997,Gracanica/Petrovo,45,SPD RS,49,5,54,0
1997,Gracanica/Petrovo,45,Branislav Stjepanovic,13,0,13,0
1997,Gracanica/Petrovo,45,Marko Tomic,71,6,77,0
1997,Gracanica/Petrovo,45,Topalovic Borislav,20,3,23,0
1997,Gracanica/Petrovo,45,Mladen Duric,59,0,59,0
1997,Gracanica/Petrovo,45,Milenko Stjepanovic,23,1,24,0
1997,Gracanica/Petrovo,45,Bosko Nikic,29,0,29,0
1997,Gracanica/Petrovo,45,Jokic Jugoslav-Tursija,167,5,172,1
1997,Lukavac,47,SDP BiH,6754,176,6930,9
1997,Lukavac,47,LBO,265,6,271,0
1997,Lukavac,47,HDZ BiH,767,38,805,0
1997,Lukavac,47,Dem.Str - Invalida BH,261,14,275,0
1997,Lukavac,47,BOSS - Bosanska Stranka,660,18,678,0
1997,Lukavac,47,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",1646,98,1744,2
1997,Lukavac,47,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",8952,776,9728,12
1997,Lukavac,47,Mijo Bozic,109,28,137,0
1997,Lukavac,47,Osmic Nehrudin,875,34,909,0
1997,Lukavac,47,Morankic Refik - Fiko,1261,32,1293,1
1997,Srebenik ,49,SDP BiH,4444,151,4595,8
1997,Srebenik ,49,LBO,852,23,875,2
1997,Srebenik ,49,Hrvatska Stranka Prava - HSP,104,72,176,0
1997,Srebenik ,49,Dem.Str - Invalida BH,260,17,277,0
1997,Srebenik ,49,BOSS - Bosanska Stranka,463,14,477,0
1997,Srebenik ,49,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",635,55,690,1
1997,Srebenik ,49,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",8021,1146,9167,16
1997,Tuzla,50,Bosanskohercegovaka Patriotska Stranka - BPS,239,17,256,0
1997,Tuzla,50,Stranka Prirodnog Zakona BiH,273,27,300,0
1997,Tuzla,50,SDP BiH,5196,273,5469,3
1997,Tuzla,50,LBO,111,3,114,0
1997,Tuzla,50,Bosanska Demokratska Unija Bosne I Herzegovine BDU BiH,396,27,423,0
1997,Tuzla,50,Hrvatska Stranka Prava - HSP,498,28,526,0
1997,Tuzla,50,HDZ BiH,5063,615,5678,3
1997,Tuzla,50,Dem.Str - Invalida BH,153,9,162,0
1997,Tuzla,50,BOSS - Bosanska Stranka,750,16,766,0
1997,Tuzla,50,Racunajte na Nas,69,21,90,0
1997,Tuzla,50,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",27329,851,28180,16
1997,Tuzla,50,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",12606,1166,13772,8
1997,Tuzla,50,Drago Mrvalj,91,36,127,0
1997,Tuzla,50,Vinko Curo,115,19,134,0
1997,Celic,52,SDP BiH,361,53,414,2
1997,Celic,52,HDZ BiH,349,42,391,1
1997,Celic,52,BOSS - Bosanska Stranka,142,10,152,0
1997,Celic,52,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",226,12,238,0
1997,Celic,52,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",3465,820,4285,14
1997,Lopare,54,SPD RS,67,29,96,0
1997,Lopare,54,Srpska Radikalna Stranka Republike Srpske,2102,132,2234,8
1997,Lopare,54,Srpska Demokratska Stranka (Srpskih Zemalja),4165,157,4322,16
1997,Lopare,54,BOSS - Bosanska Stranka,15,5,20,0
1997,Lopare,54,SNS RS,32,2,34,0
1997,Lopare,54,Demokratska Stranka RS,272,22,294,1
1997,Lopare,54,Stranka Nezavisnih Socijaldemokrata,82,8,90,0
1997,Lopare,54,Srpska Seljacka Stranka,210,5,215,0
1997,Lopare,54,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,1818,58,1876,7
1997,Lopare,54,Demokratska Stranka Federalista,83,4,87,0
1997,Lopare,54,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",525,345,870,3
1997,Lopare,54,Udruzena Ljevica,61,10,71,0
1997,Ugljevik,56,Srpska Radikalna Stranka Republike Srpske,4164,143,4307,21
1997,Ugljevik,56,Srpska Demokratska Stranka (Srpskih Zemalja),2525,79,2604,13
1997,Ugljevik,56,BOSS - Bosanska Stranka,18,20,38,0
1997,Ugljevik,56,Srpski Otadzbinski Front - (SOF),30,3,33,0
1997,Ugljevik,56,Srpska Seljacka Stranka,198,8,206,1
1997,Ugljevik,56,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,1541,45,1586,8
1997,Ugljevik,56,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",69,1411,1480,7
1997,Drvar,57,HDZ BiH,3222,25,3247,11
1997,Drvar,57,ROF Nikola Pasic,10,115,125,0
1997,Drvar,57,Za Drvar,1158,4666,5824,19
1997,Drvar,57,Basic Slovodan,12,201,213,0
1997,Drvar/Srpski Drvar,58,Stranka Drvarcana (SD),26,202,228,23
1997,Drvar/Srpski Drvar,58,Socijalno-liberalna Stranka RS (SLS),0,5,5,0
1997,Drvar/Srpski Drvar,58,Srpska Seljacka Stranka,0,10,10,1
1997,Drvar/Srpski Drvar,58,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,4,51,55,3
1997,Kljuc,59,LBO,229,55,284,0
1997,Kljuc,59,BSP-Bosnjacka Stranka Prava,51,25,76,0
1997,Kljuc,59,BOSS - Bosanska Stranka,38,22,60,0
1997,Kljuc,59,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",5724,4117,9841,24
1997,Kljuc,59,Zavicaj,26,453,479,1
1997,Kljuc/Ribnik,61,Srpska Radikalna Stranka Republike Srpske,998,260,1258,15
1997,Kljuc/Ribnik,61,Srpska Demokratska Stranka (Srpskih Zemalja),741,234,975,12
1997,Kljuc/Ribnik,61,Srpska Patriotska Stranka - SPAS,652,41,693,8
1997,Kljuc/Ribnik,61,Srpski Otadzbinski Front - (SOF),69,7,76,0
1997,Kljuc/Ribnik,61,Ekoloski Pokret,75,7,82,0
1997,Kljuc/Ribnik,61,Stranka Srpskog Jedinstva Republike Srpske (SSJ),208,66,274,3
1997,Kljuc/Ribnik,61,Socijalno-liberalna Stranka RS (SLS),56,5,61,0
1997,Kljuc/Ribnik,61,Srpska Seljacka Stranka,206,16,222,3
1997,Kljuc/Ribnik,61,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,1279,118,1397,16
1997,Kljuc/Ribnik,61,SRP BiH,7,3,10,0
1997,Kljuc/Ribnik,61,Narodna Stranka R.S-e,159,17,176,2
1997,Kljuc/Ribnik,61,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",14,176,190,2
1997,Mrkonjic Grad,64,SDP BiH,16,78,94,0
1997,Mrkonjic Grad,64,Srpska Radikalna Stranka Republike Srpske,643,77,720,3
1997,Mrkonjic Grad,64,Srpska Demokratska Stranka (Srpskih Zemalja),2829,180,3009,12
1997,Mrkonjic Grad,64,Srpska Patriotska Stranka - SPAS,813,60,873,3
1997,Mrkonjic Grad,64,BOSS - Bosanska Stranka,7,17,24,0
1997,Mrkonjic Grad,64,Zbijmo se Brat do Brata,68,3,71,0
1997,Mrkonjic Grad,64,Demokratski Preporod Srpske (DPS),236,22,258,0
1997,Mrkonjic Grad,64,Ekoloski Pokret,126,12,138,0
1997,Mrkonjic Grad,64,Srpska Seljacka Stranka,333,14,347,1
1997,Mrkonjic Grad,64,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,5991,239,6230,24
1997,Mrkonjic Grad,64,ROF Nikola Pasic,71,2,73,0
1997,Mrkonjic Grad,64,Narodna Stranka R.S-e,369,17,386,2
1997,Mrkonjic Grad,64,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",29,1296,1325,5
1997,Mrkonjic Grad,64,Udruzena Ljevica,37,8,45,0
1997,Jajce,65,Bosanskohercegovaka Patriotska Stranka - BPS,41,58,99,0
1997,Jajce,65,Hrvatska Krscanska Demokratska Unija BiH. (HKDU BiH),65,46,111,0
1997,Jajce,65,SDP BiH,201,379,580,0
1997,Jajce,65,LBO,25,22,47,0
1997,Jajce,65,HDZ BiH,6913,2655,9568,16
1997,Jajce,65,BOSS - Bosanska Stranka,99,93,192,0
1997,Jajce,65,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",1609,7449,9058,15
1997,Jajce,65,Zavicaj,32,150,182,0
1997,Jajce/Jezero,66,SDP BiH,35,148,183,8
1997,Jajce/Jezero,66,Srpska Demokratska Stranka (Srpskih Zemalja),363,74,437,18
1997,Jajce/Jezero,66,Narodna Radikalna Stranka Nikola Pasic,130,31,161,7
1997,Jajce/Jezero,66,Srpska Seljacka Stranka,13,6,19,0
1997,Jajce/Jezero,66,Narodna Stranka R.S-e,22,13,35,2
1997,Skender Vakuf/Knezevo,68,Srpska Radikalna Stranka Republike Srpske,459,15,474,4
1997,Skender Vakuf/Knezevo,68,Srpska Demokratska Stranka (Srpskih Zemalja),2116,79,2195,18
1997,Skender Vakuf/Knezevo,68,Srpska Patriotska Stranka - SPAS,1039,13,1052,8
1997,Skender Vakuf/Knezevo,68,BOSS - Bosanska Stranka,10,7,17,0
1997,Skender Vakuf/Knezevo,68,SNS RS,42,2,44,0
1997,Skender Vakuf/Knezevo,68,Narodna Radikalna Stranka Nikola Pasic,122,5,127,0
1997,Skender Vakuf/Knezevo,68,Srpski Otadzbinski Front - (SOF),84,0,84,0
1997,Skender Vakuf/Knezevo,68,Stranka Nezavisnih Socijaldemokrata,199,11,210,2
1997,Skender Vakuf/Knezevo,68,Srpska Seljacka Stranka,223,1,224,2
1997,Skender Vakuf/Knezevo,68,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,1204,24,1228,10
1997,Skender Vakuf/Knezevo,68,ROF Nikola Pasic,49,1,50,0
1997,Skender Vakuf/Knezevo,68,Narodna Stranka R.S-e,192,4,196,1
1997,Skender Vakuf/Knezevo,68,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",42,454,496,4
1997,Skender Vakuf/Knezevo,68,Momcilo Glamocic,161,6,167,1
1997,Skender Vakuf/Knezevo,68,Plazinic Gojko,18,0,18,0
1997,Skender Vakuf/Knezevo,68,Zarko Vojinovic,46,1,47,0
1997,Skender Vakuf/Knezevo,68,Baristic Ostoja,278,10,288,1
1997,Skender Vakuf/Knezevo,68,Predrag Borojevic,19,1,20,0
1997,Skender Vakuf/Knezevo,68,Knezevic (Slavko) Goran,76,1,77,0
1997,Skender Vakuf/Knezevo,68,Sevarika Srdan,31,0,31,0
1997,Skender Vakuf/Knezevo,68,Bosko - Jovan - Banovic,43,1,44,0
1997,Skender Vakuf/Knezevo,68,Celic Marko,55,0,55,0
1997,Kotor Varos,70,Srpska Radikalna Stranka Republike Srpske,2615,94,2709,6
1997,Kotor Varos,70,Srpska Demokratska Stranka (Srpskih Zemalja),3442,119,3561,8
1997,Kotor Varos,70,Srpska Patriotska Stranka - SPAS,658,39,697,1
1997,Kotor Varos,70,HDZ BiH,54,1597,1651,4
1997,Kotor Varos,70,BOSS - Bosanska Stranka,29,48,77,0
1997,Kotor Varos,70,Narodna Radikalna Stranka Nikola Pasic,209,11,220,0
1997,Kotor Varos,70,Demokratska Patriotska Stranka Republike Srpske,385,28,413,0
1997,Kotor Varos,70,Srpski Otadzbinski Front - (SOF),128,2,130,0
1997,Kotor Varos,70,Srpska Seljacka Stranka,96,5,101,0
1997,Kotor Varos,70,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,1458,53,1511,3
1997,Kotor Varos,70,ROF Nikola Pasic,27,3,30,0
1997,Kotor Varos,70,Narodna Stranka R.S-e,153,9,162,0
1997,Kotor Varos,70,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",413,5322,5735,13
1997,Kotor Varos,70,Nenad Ponorac,21,20,41,0
1997,Teslic,74,SDP BiH,760,591,1351,3
1997,Teslic,74,Srpska Radikalna Stranka Republike Srpske,6327,347,6674,14
1997,Teslic,74,Srpska Demokratska Stranka (Srpskih Zemalja),8222,391,8613,18
1997,Teslic,74,Srpska Patriotska Stranka - SPAS,324,16,340,0
1997,Teslic,74,BOSS - Bosanska Stranka,52,63,115,0
1997,Teslic,74,Srpski Demokratski Savez RS,250,14,264,0
1997,Teslic,74,Demokratska Patriotska Stranka Republike Srpske,361,44,405,0
1997,Teslic,74,Srpski Otadzbinski Front - (SOF),55,5,60,0
1997,Teslic,74,Radnicka Partija Republike Srpske (RPRS),189,7,196,0
1997,Teslic,74,Stranka Srpskog Jedinstva Republike Srpske (SSJ),254,35,289,0
1997,Teslic,74,Srpska Seljacka Stranka,106,3,109,0
1997,Teslic,74,Socijalisticka Partija Republike Srpske (SPRS) Banja Luka,4542,145,4687,9
1997,Teslic,74,Nezavisna Stranka Republike Srpske,37,7,44,0
1997,Teslic,74,Narodna Stranka R.S-e,72,5,77,0
1997,Teslic,74,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",936,4536,5472,11
1997,Teslic,74,Udruzena Ljevica,145,33,178,0
1997,Teslic,74,Rakanovic Brano,21,9,30,0
1997,Teslic,74,Smiljic Zeljko,24,13,37,0
1997,Teslic,74,Rakanovic Blago,19,10,29,0
1997,Zepce,75,LBO,37,3,40,0
1997,Zepce,75,HDZ BiH,23,383,406,3
1997,Zepce,75,BOSS - Bosanska Stranka,85,25,110,0
1997,Zepce,75,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",5346,1081,6427,39
1997,Zavidovici,77,Bosanskohercegovaka Patriotska Stranka - BPS,242,22,264,0
1997,Zavidovici,77,SDP BiH,2556,161,2717,4
1997,Zavidovici,77,HDZ BiH,567,249,816,1
1997,Zavidovici,77,BOSS - Bosanska Stranka,458,22,480,0
1997,Zavidovici,77,"Zdruzena Lista '97 (UBSD, HSS BiH, MBO BiH, Republikanska Stranka i SPP BiH)",671,59,730,1
1997,Zavidovici,77,"Koalicija za Cjevlovitu i Demokratsku Bosnu i Hercegovinu (SDA BiH, S BiH, Liberali BiH, GDS)",14860,1631,16491,25
1997,Banovici,78,SDP BiH,2050,64,2114,4
1997,Banovici,78,LBO,110,6,116,0
1997,Banovici,78,HDZ BiH,255,29,284,0
1997,Banovici,78,BOSS - Bosanska Stranka,329,10,339,0
